scoring_id,activo_id,fecha_scoring,horizonte_dias,probabilidad_falla,prediccion,prioridad,modelo_version,explicabilidad,created_at,dias_desde_ultima_ot,count_ot_30d,count_correctivas_30d,costo_total_30d,dias_ult_correctiva_motor,dias_ult_correctiva_frenos,dias_ult_correctiva_transmision,odometro_actual,sistema_en_riesgo,prioridad_pre_decay,ajuste_intervencion_reciente,tipo_mant_atenuacion,dias_desde_intervencion
5215c79d-fb76-403f-a96f-c0119653f2a8,ACE-0011,2026-06-07,7,0.3494029939174652,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,transmision,,False,,
47a18256-f4cd-40f0-a024-46ab761949f6,ACE-0012,2026-06-07,7,0.08637132495641708,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,transmision,,False,,
43a1ddde-de19-4d5a-bb58-5ee40dec74d5,ACE-0013,2026-06-07,7,0.10829287767410278,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
26470eaa-fad5-430b-a228-34fb9d48f8f9,ACE-0014,2026-06-07,7,0.14020128548145294,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion,,False,,
bcf30342-2ce9-4800-ad0b-50c44af24553,ACE-0015,2026-06-07,7,0.44808056950569153,1,P3_media,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion,,False,,
26b072c8-a280-4cb6-abf0-12e8e37e8df3,ACE-0016,2026-06-07,7,0.378701776266098,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,electrico_12v_24v,,False,,
920f8478-d5ab-4595-a215-dcbf0f175019,ACE-0017,2026-06-07,7,0.2998936176300049,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio,,False,,
0458aafc-6b57-4ad8-bf8d-91aeb19d0ee6,ACE-0018,2026-06-07,7,0.011542731896042824,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,transmision,,False,,
ec0474ce-af5a-4845-a82c-cb214ad4450a,ACE-0019,2026-06-07,7,0.0655449852347374,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion,,False,,
b28b9bc6-2f8c-42d8-b1de-22075d901aff,ACE-0020,2026-06-07,7,0.036048177629709244,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,electrico_12v_24v,,False,,
05ec90f2-6297-42bc-8efe-6411c808c4b2,ACE-0021,2026-06-07,7,0.08017740398645401,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,direccion,,False,,
dfcd2834-b50b-4eb7-a2ad-cecd35543b72,ACE-0022,2026-06-07,7,0.20503927767276764,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,suspension,,False,,
7b4f9930-12ec-4672-b6ac-09e35f7b3347,ACE-0023,2026-06-07,7,0.032847337424755096,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,transmision,,False,,
a9f4bc89-9f17-4fd4-bdf0-9f20885165a7,ACE-0024,2026-06-07,7,0.08378533273935318,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion,,False,,
cde0c802-72f9-4dad-b843-410a1ebb090a,ACE-0025,2026-06-07,7,0.19277994334697723,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio,,False,,
21b6326d-c09f-41fd-958e-9fcd599845f3,ACE-0026,2026-06-07,7,0.01918015629053116,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio,,False,,
24e556fd-f941-45dd-b527-666a3d04f81c,ACE-0027,2026-06-07,7,0.13719910383224487,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio,,False,,
9797a42d-da11-4e7c-bc46-6e165fba0672,ACE-0028,2026-06-07,7,0.008484549820423126,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio,,False,,
a58098b8-f65f-4888-b311-ccc355f2a370,ACE-0029,2026-06-07,7,0.06145874410867691,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
e279bfe8-38b6-4053-b350-c8508f8c5dd8,ACE-0030,2026-06-07,7,0.14582422375679016,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio,,False,,
08dcb0fb-354f-4925-b911-350f6739f1db,ACE-0031,2026-06-07,7,0.29263049364089966,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,combustible_admision,,False,,
3b06bcce-23e7-4274-8d0a-68332febc172,ACE-0032,2026-06-07,7,0.4634930491447449,1,P3_media,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio,,False,,
6c34ae7c-4d36-48ce-8894-5eff4da4e297,ACE-0033,2026-06-07,7,0.038457632064819336,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion,,False,,
0d0e1719-a83d-41ed-b7f7-5991dc659ffd,ACE-0034,2026-06-07,7,0.07918000221252441,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,electrico_12v_24v,,False,,
f1b840fd-7a5a-4439-8c43-acd3d059bfa5,ACE-0035,2026-06-07,7,0.2932366132736206,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
4ef36dec-6a3f-462b-ba6b-2c7a731a0ccd,ACE-0036,2026-06-07,7,0.21804526448249817,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
96b6f9e9-3a94-46b6-9ed5-182c01248330,ACE-0037,2026-06-07,7,0.11036679893732071,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio,,False,,
53383a62-8326-4ba4-b76e-ee182ed0dcda,ACE-0038,2026-06-07,7,0.24925881624221802,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
18ca5d98-76c0-4d39-8a92-248abc71010a,ACE-0039,2026-06-07,7,0.11734658479690552,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio,,False,,
3ab05262-11ba-49d1-a53f-fcea48716d62,ACE-0040,2026-06-07,7,0.026845907792448997,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,transmision,,False,,
cdd07a8e-8671-42ec-ba08-a3f411ab32d5,ACE-0041,2026-06-07,7,0.2591291069984436,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion,,False,,
b11eb911-dec4-44d0-8540-2f4d33a10328,ACE-0042,2026-06-07,7,0.12232522666454315,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion,,False,,
2f807ccc-1137-4e8b-8577-227adc391998,ACE-0043,2026-06-07,7,0.13961325585842133,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,suspension,,False,,
2ae3fdd4-9170-4a55-8323-fc0dccdc8417,ACE-0044,2026-06-07,7,0.07654901593923569,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,hidraulico_neumatico_auxiliar,,False,,
69803247-be59-46fb-80d7-a3a4b188f061,ACE-0045,2026-06-07,7,0.2832036316394806,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,transmision,,False,,
7138dc9c-238c-4e54-a143-944c5b3409f0,ACE-0046,2026-06-07,7,0.010342725552618504,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,electrico_12v_24v,,False,,
89bf5d74-ddff-4f7f-89c4-da68f83991c4,ACE-0047,2026-06-07,7,0.19796788692474365,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,transmision,,False,,
17b75512-196e-4981-b45b-413e94b92e38,ACE-0048,2026-06-07,7,0.09258504956960678,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,direccion,,False,,
2f0f9d29-76d3-4844-8193-efc22e88004c,ACE-0049,2026-06-07,7,0.06519317626953125,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,lubricacion,,False,,
8330efdc-00f4-4744-96c5-f84930f37af2,ACE-0050,2026-06-07,7,0.0971590131521225,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,hidraulico_neumatico_auxiliar,,False,,
39075b9a-f927-471a-a2e3-2054577a7b57,ACE-0051,2026-06-07,7,0.3066752851009369,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
b876fb91-ce58-4858-9947-5d5fd2698ab6,ACE-0052,2026-06-07,7,0.08657529950141907,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
f46692ec-f692-4f8d-bf17-e62b91fa5c77,ACE-0053,2026-06-07,7,0.03730617091059685,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,hidraulico_neumatico_auxiliar,,False,,
42ae3b1c-4f21-41d0-8cf6-2da226a8ac33,ACE-0054,2026-06-07,7,0.48159265518188477,1,P3_media,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,lubricacion,,False,,
952cd20c-43c4-4c4e-801c-aa8667a289db,ACE-0055,2026-06-07,7,0.28041917085647583,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio,,False,,
141f9481-819c-4ae4-adec-c7088bc66af3,ACE-0056,2026-06-07,7,0.5764853358268738,1,P3_media,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,suspension,,False,,
68b4fce9-d116-4ec3-9ab0-007955db62ba,ACE-0057,2026-06-07,7,0.13636332750320435,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
2301100c-411b-4b54-96f6-6f029fe846e5,ACE-0058,2026-06-07,7,0.38068559765815735,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,suspension,,False,,
1567eacd-8d41-40a5-9dda-2761c20d674b,ACE-0059,2026-06-07,7,0.12012334167957306,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio,,False,,
6f628c27-7e02-4b1c-98c0-b142a373a0fc,ACE-0060,2026-06-07,7,0.11951090395450592,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
e004e619-307e-47b8-9411-fb6694262a7e,ACE-0061,2026-06-07,7,0.04606837034225464,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,electrico_12v_24v,,False,,
4ba84dca-9b7e-4b7f-9e0e-1e15ba3d08d9,ACE-0062,2026-06-07,7,0.252972275018692,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,electrico_12v_24v,,False,,
0eb2b9ed-f485-4cde-abc1-592dc9b9fa3f,ACE-0063,2026-06-07,7,0.029726536944508553,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
f00b17d1-0f3f-4656-88d7-f185b26ad8f5,ACE-0064,2026-06-07,7,0.0124139953404665,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,transmision,,False,,
c47b4113-4d99-4ab5-ba10-66777323f0a8,ACE-0065,2026-06-07,7,0.029011301696300507,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio,,False,,
400d1c1f-8ae0-4a94-98c8-9dd9b8559e60,ACE-0066,2026-06-07,7,0.42756542563438416,1,P3_media,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,electrico_12v_24v,,False,,
480a674c-bf11-4198-852e-cf10cc216dfc,ACE-0067,2026-06-07,7,0.33478379249572754,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
3748c504-6f94-402f-80d3-b799b3190021,ACE-0068,2026-06-07,7,0.07393352687358856,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
f643afd8-478d-4f2f-a3aa-1edb1d6639fa,ACE-0069,2026-06-07,7,0.037785809487104416,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,suspension,,False,,
9d7f99b5-6007-4634-b54a-c57b23a86d49,ACE-0070,2026-06-07,7,0.19002310931682587,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion,,False,,
ae641ea7-ed5a-47cc-a691-381441a48474,ACE-0071,2026-06-07,7,0.0668138861656189,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
3dc6602a-33b3-407c-869a-6c596f878e9a,ACE-0072,2026-06-07,7,0.22422003746032715,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion,,False,,
fcb9c197-259e-4209-b021-32a6d4aa9d8f,ACE-0073,2026-06-07,7,0.08072958141565323,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio,,False,,
b78c7d77-c7b7-4cd9-b812-9ce0ad1ddf3d,ACE-0074,2026-06-07,7,0.37202808260917664,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,suspension,,False,,
0ad1f980-652e-4410-913a-3bfb4e305c63,ACE-0075,2026-06-07,7,0.12398328632116318,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,combustible_admision,,False,,
eaf4ae38-ae39-4349-a47b-061abf4df17d,ACE-0076,2026-06-07,7,0.11921590566635132,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
dc1ed14a-c337-4422-9e04-c0c0d1679fcb,ACE-0077,2026-06-07,7,0.02602553740143776,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,electrico_12v_24v,,False,,
ffd2c00a-f98e-4033-abd2-f8ced3d36c88,ACE-0078,2026-06-07,7,0.5521073341369629,1,P3_media,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,suspension,,False,,
ab31c382-274e-4f09-aef0-0ee882b3023b,ACE-0079,2026-06-07,7,0.20165015757083893,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,transmision,,False,,
0ec91fe3-cd97-44c0-8458-22b5797abc0e,ACE-0080,2026-06-07,7,0.10313691198825836,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,lubricacion,,False,,
0cedc697-5517-4101-9ff8-e069c9696ac0,ACE-0081,2026-06-07,7,0.20048637688159943,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,electrico_12v_24v,,False,,
0ddb3d8d-b455-4134-9182-816d5447dbec,ACE-0082,2026-06-07,7,0.42530637979507446,1,P3_media,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,carroceria_chasis,,False,,
fa702015-6101-4177-9b51-6eb3298a4dbd,ACE-0083,2026-06-07,7,0.1258893609046936,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
65fffe6e-05aa-47d8-bf33-8afb448c4cf4,ACE-0084,2026-06-07,7,0.14533095061779022,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion,,False,,
d525dd8a-ddb6-4950-af2b-d6c0e4f1a969,ACE-0085,2026-06-07,7,0.09756090492010117,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,electrico_12v_24v,,False,,
76bb0efc-edd4-41fe-850c-8544aab3195f,ACE-0086,2026-06-07,7,0.26057952642440796,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,direccion,,False,,
8dc6f627-665c-4bb6-8b5b-20dcd73c99f4,ACE-0087,2026-06-07,7,0.4181095063686371,1,P3_media,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,sin_historial_ot,,False,,
fe3676bb-a010-408f-99ac-78284422b021,ACE-0088,2026-06-07,7,0.10254399478435516,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio,,False,,
e490d0a9-3879-4cce-8108-8ba41d73f424,ACE-0089,2026-06-07,7,0.06871766597032547,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
08be6345-13af-4d10-91e7-b5c29f01a2e9,ACE-0090,2026-06-07,7,0.05381932854652405,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,suspension,,False,,
a3ac4eca-b3cb-497a-91c6-d7fdc82114bc,ACE-0091,2026-06-07,7,0.2680853605270386,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio,,False,,
c4ef89cb-e277-492d-bd11-d74f3a7e183e,ACE-0092,2026-06-07,7,0.21160103380680084,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio,,False,,
a5a11a92-623c-4d77-9759-66a958a7677b,ACE-0093,2026-06-07,7,0.017945440486073494,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
e887d066-4bbf-4de8-ad5e-ec8f4219a933,ACE-0094,2026-06-07,7,0.055021125823259354,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio,,False,,
88834b54-f6a1-4289-94fd-b8da73bc436e,ACE-0095,2026-06-07,7,0.5047833323478699,1,P3_media,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,electrico_12v_24v,,False,,
204d2aeb-2322-478d-b192-621c6c221e73,ACE-0096,2026-06-07,7,0.07696757465600967,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,lubricacion,,False,,
7e3d6c01-9f97-49e6-9010-8ea5eb647d6a,ACE-0097,2026-06-07,7,0.036893900483846664,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,hidraulico_neumatico_auxiliar,,False,,
e9142632-531b-4a02-b960-808de71447e5,ACE-0098,2026-06-07,7,0.030768046155571938,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio,,False,,
6b886855-282b-40ef-925d-b0d1a42dfd9f,ACE-0099,2026-06-07,7,0.2605011463165283,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,carroceria_chasis,,False,,
6d3b7e19-4519-420b-9f93-ae13d5c4d85d,ACE-0100,2026-06-07,7,0.004203870426863432,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion,,False,,
f3b652e6-e9b0-4fd1-98a2-4db2d78171f9,ACE-0101,2026-06-07,7,0.11496233195066452,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
60cd1515-aa8d-40e1-8268-0e897586102e,ACE-0102,2026-06-07,7,0.008130605332553387,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,suspension,,False,,
58f232da-1349-40e7-b5b2-d5fb15b58599,ACE-0103,2026-06-07,7,0.15259574353694916,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio,,False,,
cc94760f-f926-497e-acb6-17017345d6c9,ACE-0104,2026-06-07,7,0.022682657465338707,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion,,False,,
dfb6279b-56d4-40c8-84e0-cd4edc43490d,ACE-0105,2026-06-07,7,0.23495182394981384,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
b7bb1ecd-3eaa-4658-8ed7-77ddb74408dc,ACE-0106,2026-06-07,7,0.19719462096691132,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,carroceria_chasis,,False,,
b24726c9-d384-4d1d-bea1-20c517bebbc6,ACE-0107,2026-06-07,7,0.026830244809389114,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,lubricacion,,False,,
874808ea-befe-4e26-a565-90bc06953a77,ACE-0108,2026-06-07,7,0.1320483684539795,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
8ab2996c-251d-4825-bec7-388c604fbca1,ACE-0109,2026-06-07,7,0.09361638128757477,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,direccion,,False,,
2fcfaf3d-4db7-4a45-955c-7f483e0bc33a,ACE-0110,2026-06-07,7,0.1789388507604599,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion,,False,,
e2054d5c-698e-4ed6-95b9-21b1fcad1621,ACE-0111,2026-06-07,7,0.030447514727711678,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
43c64d39-f06d-4270-9873-b5f74dd6a6bb,ACE-0112,2026-06-07,7,0.49318620562553406,1,P3_media,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,transmision,,False,,
92995375-b412-4194-9355-e08ee4f85226,ACE-0113,2026-06-07,7,0.03395825996994972,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
7fefe1da-a9d8-49ef-86ea-9642606b9d73,ACE-0114,2026-06-07,7,0.10846954584121704,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,suspension,,False,,
c9bfd18e-29b7-4d1f-a642-61c8f213682d,ACE-0115,2026-06-07,7,0.027338653802871704,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,direccion,,False,,
c64dd544-e78e-4889-a47b-17588d31d188,ACE-0116,2026-06-07,7,0.14989697933197021,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
21c180a1-b1ba-449a-9b24-178cc5a5b13f,ACE-0117,2026-06-07,7,0.13785578310489655,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,combustible_admision,,False,,
cbbf9338-0a7c-41e0-a3ed-81d2edd33249,ACE-0118,2026-06-07,7,0.3035728931427002,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion,,False,,
61090114-b31e-4f18-8157-3a9874c8ccba,ACE-0119,2026-06-07,7,0.024858830496668816,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
7cf09e46-687c-44e6-a828-316f00b7b84d,ACE-0120,2026-06-07,7,0.014784039929509163,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,electrico_12v_24v,,False,,
db7068dd-77bc-42e0-975b-3d87a4f61b5a,ACE-0121,2026-06-07,7,0.6611538529396057,1,P3_media,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,transmision,,False,,
39f1f0e6-593f-4801-b4df-4b91d9c327d3,ACE-0122,2026-06-07,7,0.5919557809829712,1,P3_media,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion,,False,,
