id,marca,modelo,sistema,sku,cantidad_promedio,frecuencia_fallos_historico,num_registros_analizados,fecha_calculo
9f7d8734-157e-4692-ac96-426182eac36e,Ford,Cargo 1723,combustible_admision,REP-0656,1.0,2,8,2026-06-17 13:23:56.906713
79a77b3f-fcdb-4aa6-a107-aafd2fbb47d6,Ford,Cargo 1723,combustible_admision,REP-0657,2.0,1,4,2026-06-17 13:23:56.906713
2c4ef8db-1ca9-4246-96ef-facf86b1aa06,Ford,Cargo 1723,combustible_admision,REP-0658,1.5,2,8,2026-06-17 13:23:56.906713
210a0a22-844e-4de3-8937-6a94d51c985f,Ford,Cargo 1723,combustible_admision,REP-0665,1.0,6,24,2026-06-17 13:23:56.906713
9636a3da-2fd3-4ba3-9cf2-348c8c4ac24e,Ford,Cargo 1723,combustible_admision,REP-0666,1.0,1,4,2026-06-17 13:23:56.906713
4f663e38-a41a-4cd2-90ea-2f929c26ffcb,Ford,Cargo 1723,combustible_admision,REP-0667,1.0,3,12,2026-06-17 13:23:56.906713
153a9ed0-1399-4b6b-9b3e-6e12c0dab92a,Ford,Cargo 1723,combustible_admision,REP-0668,1.0,4,16,2026-06-17 13:23:56.906713
57bdff10-e92f-41ce-b147-317ecfc2f713,Ford,Cargo 1723,combustible_admision,REP-0670,1.0,1,4,2026-06-17 13:23:56.906713
de3b5bb4-a1ec-42a1-ab5f-48234fc94286,Ford,Cargo 1723,combustible_admision,REP-0723,1.0,1,4,2026-06-17 13:23:56.906713
35bc59e6-d600-4048-9063-312271554c13,Ford,Cargo 1723,combustible_admision,REP-0730,1.0,1,4,2026-06-17 13:23:56.906713
513975a0-6cf7-4b48-9d8d-991b6f625314,Ford,Cargo 1723,combustible_admision,REP-0822,1.0,1,4,2026-06-17 13:23:56.906713
c18e7fd1-4d1d-4bcd-bced-158fb7d2b6f0,Ford,Cargo 1723,combustible_admision,REP-0915,1.0,1,4,2026-06-17 13:23:56.906713
84db350a-4d96-4faf-b45f-01d85e90e78b,Ford,Cargo 1723,direccion,REP-0098,3.0,1,4,2026-06-17 13:23:56.906713
72e0ea3f-c714-44cd-9599-240052ff64a6,Ford,Cargo 1723,direccion,REP-0205,1.0,1,4,2026-06-17 13:23:56.906713
2e650acf-af93-4706-be65-e909cd8c067e,Ford,Cargo 1723,direccion,REP-0207,1.0,1,4,2026-06-17 13:23:56.906713
aebe840d-e6b4-47dd-be15-7dd7676659b2,Ford,Cargo 1723,direccion,REP-0293,1.0,1,4,2026-06-17 13:23:56.906713
5031a1d1-a49e-48ac-b6e0-6762a62d1055,Ford,Cargo 1723,direccion,REP-0549,1.0,1,4,2026-06-17 13:23:56.906713
139b28be-890b-41a9-80d2-1596c0a76aa8,Ford,Cargo 1723,direccion,REP-0551,1.0,1,4,2026-06-17 13:23:56.906713
672a1d96-1a42-45aa-93db-ed155b1928ba,Ford,Cargo 1723,direccion,REP-0555,1.0,1,4,2026-06-17 13:23:56.906713
feab7813-bd87-4409-97d1-90f5653ba9dc,Ford,Cargo 1723,direccion,REP-0563,1.0,2,8,2026-06-17 13:23:56.906713
60a105ee-51cb-402a-ab18-dad36bddb120,Ford,Cargo 1723,direccion,REP-0564,1.0,1,4,2026-06-17 13:23:56.906713
ed86c1b0-b076-4305-a4b2-2e84afafb355,Ford,Cargo 1723,direccion,REP-0567,1.25,3,16,2026-06-17 13:23:56.906713
383f6674-ff9c-40ed-b760-a6a59aa50ba1,Ford,Cargo 1723,direccion,REP-0569,1.25,4,16,2026-06-17 13:23:56.906713
d7322e4c-769a-4607-a378-0e78e7cbbe21,Ford,Cargo 1723,direccion,REP-0572,1.3333333333333333,3,12,2026-06-17 13:23:56.906713
ac33720f-010b-4278-8cb9-151e1592fa88,Ford,Cargo 1723,direccion,REP-0574,1.0,1,4,2026-06-17 13:23:56.906713
bf5277c7-32dc-4e4a-b7cd-d7c4b04475df,Ford,Cargo 1723,direccion,REP-0576,6.0,1,4,2026-06-17 13:23:56.906713
69d95593-38d7-4d4e-b026-47ff665dc843,Ford,Cargo 1723,direccion,REP-0587,1.25,4,16,2026-06-17 13:23:56.906713
5fb15d43-642e-4b72-a487-ebe0749dcbd4,Ford,Cargo 1723,direccion,REP-0588,2.0,1,4,2026-06-17 13:23:56.906713
ca613ac8-eba9-45b7-a78c-2ce3c35d5494,Ford,Cargo 1723,direccion,REP-0589,1.0,1,4,2026-06-17 13:23:56.906713
e77b724b-89c8-4fb8-b6aa-25e622957bc0,Ford,Cargo 1723,direccion,REP-0590,1.0,3,12,2026-06-17 13:23:56.906713
be18a279-ce11-42ef-8fd5-46a0274edc48,Ford,Cargo 1723,direccion,REP-0591,1.5,2,8,2026-06-17 13:23:56.906713
de2aa63c-addc-4a8d-be81-b51d7ce06ba9,Ford,Cargo 1723,direccion,REP-0593,1.0,1,4,2026-06-17 13:23:56.906713
a8feb021-c586-46f6-b182-2f06612c6f99,Ford,Cargo 1723,direccion,REP-0595,1.0,4,16,2026-06-17 13:23:56.906713
ffd77543-9725-4821-815d-ac6c451a378a,Ford,Cargo 1723,direccion,REP-0596,1.0,2,8,2026-06-17 13:23:56.906713
79a2d7df-3f91-415d-8574-80ae7bfc217f,Ford,Cargo 1723,direccion,REP-0598,1.0,1,4,2026-06-17 13:23:56.906713
b70887cb-f54a-4d12-8fad-250b909e5c21,Ford,Cargo 1723,direccion,REP-0649,3.0,1,4,2026-06-17 13:23:56.906713
e7ead558-2a7d-4897-983a-d9daadee7d3c,Ford,Cargo 1723,direccion,REP-0723,1.0,1,4,2026-06-17 13:23:56.906713
e2583c94-a3a1-4c73-b02f-e6bbc3a8cc4f,Ford,Cargo 1723,direccion,REP-0862,1.0,1,4,2026-06-17 13:23:56.906713
6b4607a6-17c9-4400-8627-8b5cb73bc61c,Ford,Cargo 1723,direccion,REP-0917,3.0,1,4,2026-06-17 13:23:56.906713
90230c9a-2b02-4ef2-ab70-d9d6c7384f4c,Ford,Cargo 1723,direccion,REP-0920,2.0,1,4,2026-06-17 13:23:56.906713
b9e4d123-dc66-47b3-89f3-7b5a04ed6f7e,Ford,Cargo 1723,electrico_12v_24v,REP-0071,1.2,3,20,2026-06-17 13:23:56.906713
495ca41e-34d9-4ca1-991e-1ab07614536c,Ford,Cargo 1723,electrico_12v_24v,REP-0102,2.0,1,4,2026-06-17 13:23:56.906713
8e010e0b-fe33-47cf-a5bc-5e980fe7f716,Ford,Cargo 1723,electrico_12v_24v,REP-0379,1.0,2,8,2026-06-17 13:23:56.906713
c4716bd4-6a46-4eea-bcbf-94786f1d4999,Ford,Cargo 1723,electrico_12v_24v,REP-0381,1.5,2,8,2026-06-17 13:23:56.906713
565177c4-f243-4054-bba3-e0d24b2b942d,Ford,Cargo 1723,electrico_12v_24v,REP-0384,2.0,1,4,2026-06-17 13:23:56.906713
bea665b6-8845-4ac3-941b-44a7ca575a4e,Ford,Cargo 1723,electrico_12v_24v,REP-0385,1.0,1,4,2026-06-17 13:23:56.906713
f77a8e63-b44b-45dd-a26b-2cdaba19ada5,Ford,Cargo 1723,electrico_12v_24v,REP-0393,2.0,1,4,2026-06-17 13:23:56.906713
5319d40f-6330-4972-ae68-499eeed4eb46,Ford,Cargo 1723,electrico_12v_24v,REP-0395,1.0,1,4,2026-06-17 13:23:56.906713
cb656800-86d5-400d-aaed-99934479ebed,Ford,Cargo 1723,electrico_12v_24v,REP-0399,2.0,1,4,2026-06-17 13:23:56.906713
e96b3a3a-7fd9-426c-96b2-58901adc8fc6,Ford,Cargo 1723,electrico_12v_24v,REP-0401,1.0,1,4,2026-06-17 13:23:56.906713
10ac6665-270b-431b-99cf-8ec2ff564287,Ford,Cargo 1723,electrico_12v_24v,REP-0403,1.0,1,4,2026-06-17 13:23:56.906713
08f2aa79-1a38-48ac-84e9-18da53af007c,Ford,Cargo 1723,electrico_12v_24v,REP-0421,1.0,1,4,2026-06-17 13:23:56.906713
4b781e73-08c7-4605-94a7-ed577f1fc8f7,Ford,Cargo 1723,electrico_12v_24v,REP-0422,2.0,1,4,2026-06-17 13:23:56.906713
a6086924-1be8-4da9-8448-170638fb7270,Ford,Cargo 1723,electrico_12v_24v,REP-0423,1.0,1,4,2026-06-17 13:23:56.906713
69b4a3e6-cec8-4ed1-93e7-2fea51107bfb,Ford,Cargo 1723,electrico_12v_24v,REP-0424,1.0,1,4,2026-06-17 13:23:56.906713
37bc3609-0eaf-4153-bd7a-a081bebbbe99,Ford,Cargo 1723,electrico_12v_24v,REP-0425,2.0,1,4,2026-06-17 13:23:56.906713
006384a1-c138-4208-a7d8-58e1826ba254,Ford,Cargo 1723,electrico_12v_24v,REP-0426,1.0,2,8,2026-06-17 13:23:56.906713
ff4c5f0d-4d00-4933-a7d5-d42d0826c12f,Ford,Cargo 1723,electrico_12v_24v,REP-0427,1.5,2,8,2026-06-17 13:23:56.906713
0067e63f-5231-4c95-b5fa-dffe19d15f76,Ford,Cargo 1723,electrico_12v_24v,REP-0428,1.0,2,8,2026-06-17 13:23:56.906713
56741588-57e9-4780-8368-327a634454b9,Ford,Cargo 1723,electrico_12v_24v,REP-0429,1.5,2,8,2026-06-17 13:23:56.906713
9eec0a65-dbdb-4143-bb86-38065c2b064c,Ford,Cargo 1723,electrico_12v_24v,REP-0430,1.0,1,4,2026-06-17 13:23:56.906713
ff270bbe-c0b7-4739-a2aa-5ad6c37a1928,Ford,Cargo 1723,electrico_12v_24v,REP-0432,1.0,1,4,2026-06-17 13:23:56.906713
4db9eb9a-12fb-4c04-9d3f-7c01249d96bd,Ford,Cargo 1723,electrico_12v_24v,REP-0433,1.0,3,12,2026-06-17 13:23:56.906713
c5b8f5cc-0a13-4d2b-841c-be8191cc08fe,Ford,Cargo 1723,electrico_12v_24v,REP-0434,1.5,2,8,2026-06-17 13:23:56.906713
a624e7a7-9ea4-4c68-9e5a-585ee04a93cc,Ford,Cargo 1723,electrico_12v_24v,REP-0435,1.0,3,12,2026-06-17 13:23:56.906713
0f34993c-a801-40ae-b7dc-2ce30ba2088a,Ford,Cargo 1723,electrico_12v_24v,REP-0436,1.3333333333333333,3,12,2026-06-17 13:23:56.906713
c46b3427-23c7-4738-b8ef-d12cf430ad59,Ford,Cargo 1723,electrico_12v_24v,REP-0437,1.0,2,8,2026-06-17 13:23:56.906713
9bf2a7d5-0d59-44ff-b364-fa8d60cef127,Ford,Cargo 1723,electrico_12v_24v,REP-0438,1.0,3,12,2026-06-17 13:23:56.906713
f94ccddb-d1e3-4b94-ab6e-e83c22498105,Ford,Cargo 1723,electrico_12v_24v,REP-0445,1.0,4,16,2026-06-17 13:23:56.906713
ba59c9a5-0cc3-47d2-a400-28059ef5d56e,Ford,Cargo 1723,electrico_12v_24v,REP-0446,1.0,3,12,2026-06-17 13:23:56.906713
1873750f-1cbe-4f02-b197-2ebd1d646eb2,Ford,Cargo 1723,electrico_12v_24v,REP-0447,1.0,5,20,2026-06-17 13:23:56.906713
fcbbc48b-b7f8-408b-8381-8f5af3cb617c,Ford,Cargo 1723,electrico_12v_24v,REP-0448,1.25,4,16,2026-06-17 13:23:56.906713
c4fdd9a9-9930-4082-a8f7-52d84108c9ca,Ford,Cargo 1723,electrico_12v_24v,REP-0449,1.0,2,8,2026-06-17 13:23:56.906713
af1e4eba-84fd-4e12-bbfe-7a7d501d4222,Ford,Cargo 1723,electrico_12v_24v,REP-0450,1.3333333333333333,3,12,2026-06-17 13:23:56.906713
bf472644-b86c-49e2-99ed-4aebe7c2a185,Ford,Cargo 1723,electrico_12v_24v,REP-0723,1.0,1,4,2026-06-17 13:23:56.906713
f5d0257a-66f8-4766-98ec-28e78c021442,Ford,Cargo 1723,electrico_12v_24v,REP-0730,1.0,1,4,2026-06-17 13:23:56.906713
9f55d00f-6804-4581-ba6d-dba7dc1b8723,Ford,Cargo 1723,electrico_12v_24v,REP-0786,1.0,1,4,2026-06-17 13:23:56.906713
b42f1c07-c614-46bf-ad3b-aae24798cc90,Ford,Cargo 1723,electrico_12v_24v,REP-0787,1.0,1,4,2026-06-17 13:23:56.906713
177264d4-53aa-4b7d-8e55-0dc4b98a1625,Ford,Cargo 1723,electrico_12v_24v,REP-0799,1.0,1,4,2026-06-17 13:23:56.906713
d07ee48d-316c-449c-a680-bbf8163fa0dd,Ford,Cargo 1723,electrico_12v_24v,REP-0819,1.0,1,4,2026-06-17 13:23:56.906713
c0a9ee23-b1a5-4593-89a6-ca4bf7ab3004,Ford,Cargo 1723,electrico_12v_24v,REP-0864,1.0,1,4,2026-06-17 13:23:56.906713
9b9b48d7-1957-4546-a510-9dc5319069e1,Ford,Cargo 1723,electrico_12v_24v,REP-0946,1.0,1,4,2026-06-17 13:23:56.906713
d82d80ae-afe1-4a9d-9870-0eb6dd83377c,Ford,Cargo 1723,electrico_12v_24v,REP-0957,1.0,1,4,2026-06-17 13:23:56.906713
1a6dc796-1602-4f72-ae57-1f0c803ddb84,Ford,Cargo 1723,electrico_12v_24v,REP-0968,1.0,1,4,2026-06-17 13:23:56.906713
39fbf018-bbae-453f-a021-09ba5dd647c1,Ford,Cargo 1723,electrico_12v_24v,REP-0971,1.0,1,4,2026-06-17 13:23:56.906713
de0fa46e-2a0d-495c-bd14-9dcb4e585063,Ford,Cargo 1723,electrico_12v_24v,REP-0972,2.0,1,4,2026-06-17 13:23:56.906713
60ec3ea4-681e-492d-ba0a-19eb926ca1ef,Ford,Cargo 1723,electrico_12v_24v,REP-0976,2.0,1,4,2026-06-17 13:23:56.906713
9d07b669-7a65-4e2c-ba94-1e4fc899eb26,Ford,Cargo 1723,electrico_12v_24v,REP-0979,1.0,1,4,2026-06-17 13:23:56.906713
1c1c54d5-0d83-42a1-bed3-7e868d0e472b,Ford,Cargo 1723,electrico_12v_24v,REP-0981,1.0,2,8,2026-06-17 13:23:56.906713
20905311-2f2e-40c1-8dc6-b1b8550b914f,Ford,Cargo 1723,electrico_12v_24v,REP-0988,1.0,1,4,2026-06-17 13:23:56.906713
04094c83-d1bb-4902-8c4e-90f93fcadd13,Ford,Cargo 1723,electrico_12v_24v,REP-0994,2.0,1,4,2026-06-17 13:23:56.906713
82513f57-c8ab-4744-81ef-69923bea9450,Ford,Cargo 1723,electrico_12v_24v,REP-0995,2.0,1,4,2026-06-17 13:23:56.906713
9fab935f-9605-426a-917d-8fad6b5cdbcf,Ford,Cargo 1723,electrico_12v_24v,REP-0996,1.5,2,8,2026-06-17 13:23:56.906713
4ec47543-4489-4c41-8d43-66435055eac4,Ford,Cargo 1723,electrico_12v_24v,REP-0997,3.0,1,4,2026-06-17 13:23:56.906713
4f9c2f63-9d7a-4a93-9768-e6fc8bdf0916,Ford,Cargo 1723,electrico_12v_24v,REP-1000,1.0,1,4,2026-06-17 13:23:56.906713
76d7435a-0a16-4fa8-9f11-1efada1cea74,Ford,Cargo 1723,electrico_12v_24v,REP-1002,1.0,1,4,2026-06-17 13:23:56.906713
f571bedd-f29e-41ca-8e9a-b8f47a51df65,Ford,Cargo 1723,electrico_12v_24v,REP-1003,1.0,1,4,2026-06-17 13:23:56.906713
e2ada213-695d-4494-9c95-c419e88e3eb4,Ford,Cargo 1723,electrico_12v_24v,REP-1004,1.0,1,4,2026-06-17 13:23:56.906713
5cfa64e6-8494-4a90-a9ea-ba13293b5dad,Ford,Cargo 1723,escape_emisiones,REP-0099,6.0,1,4,2026-06-17 13:23:56.906713
9b9481af-0c49-4c33-82fb-7c711bdecaa1,Ford,Cargo 1723,escape_emisiones,REP-0116,1.0,1,4,2026-06-17 13:23:56.906713
cf55f792-951a-4dc5-8939-391615b2f3bf,Ford,Cargo 1723,escape_emisiones,REP-0207,1.0,1,4,2026-06-17 13:23:56.906713
331dd615-94c2-44f2-8684-8ecb2165bd3f,Ford,Cargo 1723,escape_emisiones,REP-0647,1.0,1,4,2026-06-17 13:23:56.906713
ddc16dfb-b335-4ddc-9338-76cdc26e461c,Ford,Cargo 1723,escape_emisiones,REP-0649,3.0,1,4,2026-06-17 13:23:56.906713
efc5f01d-39a7-44cf-ab71-c82436a83193,Ford,Cargo 1723,escape_emisiones,REP-0671,2.0,1,4,2026-06-17 13:23:56.906713
77110343-df9b-45dc-b441-1180980c9d90,Ford,Cargo 1723,escape_emisiones,REP-0673,1.0,1,4,2026-06-17 13:23:56.906713
3edea455-33d1-420b-8f5d-0c7a4e7ae0e4,Ford,Cargo 1723,escape_emisiones,REP-0677,1.0,2,8,2026-06-17 13:23:56.906713
931ae8d9-8a5b-4ac4-84fb-8dfb462dec74,Ford,Cargo 1723,escape_emisiones,REP-0678,2.0,1,4,2026-06-17 13:23:56.906713
ce1e5ab3-2a5a-4206-9c96-30af0271295f,Ford,Cargo 1723,escape_emisiones,REP-0679,1.0,2,8,2026-06-17 13:23:56.906713
308cf7b6-3230-4033-aee3-5babc5e141dc,Ford,Cargo 1723,escape_emisiones,REP-0680,1.0,1,4,2026-06-17 13:23:56.906713
db4658b7-4843-42d7-a5b8-1f682c6e654e,Ford,Cargo 1723,escape_emisiones,REP-0682,1.0,1,4,2026-06-17 13:23:56.906713
178ac4a9-8d3d-4e4c-a882-07e14bd710f5,Ford,Cargo 1723,escape_emisiones,REP-0683,1.0,1,4,2026-06-17 13:23:56.906713
ed1ad734-55b8-4050-9815-46d636d02f17,Ford,Cargo 1723,escape_emisiones,REP-0694,1.0,1,4,2026-06-17 13:23:56.906713
3bf43658-d62f-4869-8aee-c8118094e155,Ford,Cargo 1723,escape_emisiones,REP-0701,1.0,2,16,2026-06-17 13:23:56.906713
b4f7598f-e4fb-4ee4-a41d-651d087e1e32,Ford,Cargo 1723,escape_emisiones,REP-0703,1.0,2,8,2026-06-17 13:23:56.906713
0e90ff80-3ef9-413f-bbfb-181af8c53354,Ford,Cargo 1723,escape_emisiones,REP-0706,1.0,2,8,2026-06-17 13:23:56.906713
03522e33-5ebb-4965-95a9-7d9abe3f995b,Ford,Cargo 1723,escape_emisiones,REP-0707,2.0,1,4,2026-06-17 13:23:56.906713
0cbac510-dfca-4de0-8332-ad83f6cadbf8,Ford,Cargo 1723,escape_emisiones,REP-0708,1.0,1,4,2026-06-17 13:23:56.906713
52ed710c-45c9-4e18-aa06-e4caf5a67881,Ford,Cargo 1723,escape_emisiones,REP-0709,1.0,1,4,2026-06-17 13:23:56.906713
f21e7443-0234-4268-adf4-4af1f9e29d5c,Ford,Cargo 1723,escape_emisiones,REP-0710,1.0,1,4,2026-06-17 13:23:56.906713
551cdbca-bfe3-4a7d-810c-0ca94d55aa93,Ford,Cargo 1723,escape_emisiones,REP-0723,1.0,1,4,2026-06-17 13:23:56.906713
f03e12f0-3006-4175-8660-eac6b9318d89,Ford,Cargo 1723,escape_emisiones,REP-0730,1.0,1,4,2026-06-17 13:23:56.906713
1d2f8ec1-b6ae-4d6d-8858-ff49ac84c827,Ford,Cargo 1723,escape_emisiones,REP-0861,3.0,1,4,2026-06-17 13:23:56.906713
a776940a-50bf-4cf0-9851-e66f62c1fa80,Ford,Cargo 1723,escape_emisiones,REP-0915,4.0,1,4,2026-06-17 13:23:56.906713
80c4194b-ea80-48f3-96cc-9e56b7f39e00,Ford,Cargo 1723,frenos_servicio,REP-0001,1.5,2,8,2026-06-17 13:23:56.906713
914f8876-695c-41f7-b99d-19c764253bb1,Ford,Cargo 1723,frenos_servicio,REP-0004,1.6666666666666667,3,12,2026-06-17 13:23:56.906713
a94b1d5d-b7af-4692-aac9-b27b07da5bb9,Ford,Cargo 1723,frenos_servicio,REP-0005,2.0,1,4,2026-06-17 13:23:56.906713
e6d440e8-accc-4b11-942d-eb0052fe38da,Ford,Cargo 1723,frenos_servicio,REP-0006,1.0,2,8,2026-06-17 13:23:56.906713
f0372aef-2856-4786-bc4f-ebae5da1542c,Ford,Cargo 1723,frenos_servicio,REP-0012,1.0,1,4,2026-06-17 13:23:56.906713
f5b80c55-f353-4eb8-b7bc-18ebed61f3cf,Ford,Cargo 1723,frenos_servicio,REP-0066,1.0,1,4,2026-06-17 13:23:56.906713
e6014063-9d78-4568-8898-b48c72c2fb6e,Ford,Cargo 1723,frenos_servicio,REP-0073,1.3333333333333333,3,12,2026-06-17 13:23:56.906713
46f6e6dc-ad57-432b-81bf-b6ce4feaf7e7,Ford,Cargo 1723,frenos_servicio,REP-0075,3.0,3,12,2026-06-17 13:23:56.906713
