id,sku,descripcion,stock_actual,demanda_30d_prediccion,demanda_30d_historico,lead_time_dias,cobertura_dias,criticidad,accion,delta_demanda,fecha_calculo
abbcba37-3265-47f1-9c92-ae1171500abc,REP-0098,L√≠quido de frenos DOT 3 para auto liviano,24.0,14.5,32.12,2.0,49.6551724137931,alta,✅ OK,-54.85678704856787,2026-06-17 14:10:58.272276
3ddde92c-037f-41c9-bbcc-2857387e890c,REP-0920,Filtro de aceite para van,3.0,14.0,35.38,2.0,6.428571428571428,media,🟡 Comprar,-60.4296212549463,2026-06-17 14:10:58.272276
75cc87c4-3b77-41d3-b55b-af9b262160af,REP-0107,L√≠quido de frenos DOT 3 para van,24.0,14.0,25.71,2.0,51.42857142857142,alta,✅ OK,-45.5464799688837,2026-06-17 14:10:58.272276
4e9fef77-5509-4a88-acde-b2fedd0022f6,REP-0723,Perno de rueda para auto liviano,24.0,13.83,54.09,2.0,52.060737527114966,alta,✅ OK,-74.43150305047143,2026-06-17 14:10:58.272276
a096a691-9af4-43e7-918d-bf599782eb74,REP-0917,Filtro de aceite para camioneta,3.0,13.0,40.64,2.0,6.923076923076923,media,🟡 Comprar,-68.01181102362204,2026-06-17 14:10:58.272276
b6fd90ee-86ce-43ee-a5dd-cf6c90b94bfb,REP-0287,Refrigerante concentrado para camioneta,4.0,12.0,20.51,2.0,10.0,media,✅ OK,-41.491955143832286,2026-06-17 14:10:58.272276
0b455809-8c64-4825-9c58-77f9aded2ab9,REP-0649,Prefiltro de combustible para camioneta,24.0,12.0,24.41,2.0,60.0,media,✅ OK,-50.83981974600573,2026-06-17 14:10:58.272276
a9de33a0-41b0-4cca-9796-8bdfc66cab72,REP-0292,Refrigerante listo para usar para bus,4.0,11.25,13.39,2.0,10.666666666666668,media,✅ OK,-15.982076176250937,2026-06-17 14:10:58.272276
429f9b19-1d3f-4608-8c53-79f44a0a7d6e,REP-0623,Filtro de combustible para auto liviano,15.0,11.0,29.26,2.0,40.90909090909091,media,✅ OK,-62.40601503759399,2026-06-17 14:10:58.272276
e08d82b9-a28b-4854-92cc-e23d551ce575,REP-0628,Filtro de combustible para van,3.0,11.0,20.32,2.0,8.181818181818182,media,🟡 Comprar,-45.86614173228347,2026-06-17 14:10:58.272276
8c5b0f04-90f0-415a-9789-244b86c9cd0c,REP-0300,Sensor de temperatura de refrigerante para cami√≥n liviano,4.0,11.0,11.38,3.0,10.90909090909091,alta,✅ OK,-3.339191564147634,2026-06-17 14:10:58.272276
a8975f71-d791-4421-b5aa-1c20781d5bd1,REP-0258,Dep√≥sito de refrigerante para cami√≥n liviano,5.0,11.0,1.42,4.0,13.636363636363637,media,✅ OK,674.6478873239437,2026-06-17 14:10:58.272276
8f8e1728-782c-4d9d-89a4-b7b5dcab2895,REP-0257,Dep√≥sito de refrigerante para camioneta,5.0,10.0,7.78,4.0,15.0,media,✅ OK,28.53470437017994,2026-06-17 14:10:58.272276
ac7e25a7-31e0-4401-9e2c-b04f708df28a,REP-0861,Filtro de cabina para camioneta,1.0,10.0,6.61,2.0,3.0,baja,🟡 Comprar,51.285930408472005,2026-06-17 14:10:58.272276
eb67d907-73dd-48e7-b5d9-1b7687e8ddaa,REP-0098,L√≠quido de frenos DOT 3 para auto liviano,24.0,10.0,32.12,2.0,72.0,alta,✅ OK,-68.8667496886675,2026-06-17 14:10:58.272276
7ce8c2bf-3e4b-4b3b-8066-41ac9790e79f,REFRIGERANTE,0,0.0,10.0,20.0,0.0,0.0,0,🟡 Comprar,-50.0,2026-06-17 14:10:58.272276
29101c8c-d663-4888-908f-cc91d30097ce,REP-0108,L√≠quido de frenos DOT 4 para auto liviano,24.0,10.0,23.08,2.0,72.0,alta,✅ OK,-56.672443674176776,2026-06-17 14:10:58.272276
4514d730-2c0f-4d8b-bd12-21144962dc6b,REP-0107,L√≠quido de frenos DOT 3 para van,24.0,9.67,25.71,2.0,74.45708376421923,alta,✅ OK,-62.38817580707895,2026-06-17 14:10:58.272276
9e3860a1-aada-4b6a-8ce6-efc54ae78967,REP-0291,Refrigerante listo para usar para auto liviano,4.0,9.0,34.3,2.0,13.333333333333332,media,✅ OK,-73.76093294460642,2026-06-17 14:10:58.272276
0d67fbfe-e584-4403-a9af-6d0f0a7aa33a,REP-0293,Refrigerante listo para usar para camioneta,4.0,9.0,26.52,2.0,13.333333333333332,media,✅ OK,-66.06334841628959,2026-06-17 14:10:58.272276
36d81aec-3a3a-4487-88a7-3f07f4263a24,REP-0114,Manguera flexible de freno delantera para auto liviano,24.0,9.0,6.7,11.0,80.0,alta,✅ OK,34.32835820895522,2026-06-17 14:10:58.272276
7446fac6-8d16-42bf-af3b-6b84aa321aea,REP-0099,L√≠quido de frenos DOT 3 para bus,24.0,9.0,12.23,2.0,80.0,alta,✅ OK,-26.410466067048244,2026-06-17 14:10:58.272276
228baee0-c4cd-4295-b333-8d74b89bad05,REP-0297,Sensor de temperatura de refrigerante para auto liviano,4.0,8.67,21.89,3.0,13.84083044982699,alta,✅ OK,-60.39287345820009,2026-06-17 14:10:58.272276
08a252ce-300e-4081-9094-e7b6e8f27309,REP-0859,Filtro de cabina para auto liviano,1.0,8.5,9.01,2.0,3.5294117647058822,baja,🟡 Comprar,-5.660377358490564,2026-06-17 14:10:58.272276
91fb9d11-53d8-4107-a7f3-c60c07133152,REP-0285,Refrigerante concentrado para auto liviano,4.0,8.4,26.65,2.0,14.285714285714285,media,✅ OK,-68.48030018761726,2026-06-17 14:10:58.272276
92c25003-4aa5-4a7a-8719-bc131b30a289,PERNO-BLOQUE,0,0.0,8.0,160.0,0.0,0.0,0,🟡 Comprar,-95.0,2026-06-17 14:10:58.272276
043348ce-d4a8-4cd8-aee6-45aeb61b084b,REP-0916,Filtro de aceite para bus,3.0,8.0,22.69,2.0,11.25,media,✅ OK,-64.74217717055973,2026-06-17 14:10:58.272276
e10c7a9d-13a2-4d6f-b210-74e7c9d3f713,REP-0110,L√≠quido de frenos DOT 4 para camioneta,24.0,8.0,19.82,2.0,90.0,alta,✅ OK,-59.636730575176585,2026-06-17 14:10:58.272276
4d081b85-acc3-49ae-b4ad-cc6ef8c6e911,REP-0293,Refrigerante listo para usar para camioneta,4.0,8.0,26.52,2.0,15.0,media,✅ OK,-69.8340874811463,2026-06-17 14:10:58.272276
218dbf8d-142f-4751-9794-f93a3b0a7503,PERNO-BLOQUE,0,0.0,8.0,160.0,0.0,0.0,0,🟡 Comprar,-95.0,2026-06-17 14:10:58.272276
5d589fdb-6a24-43ff-92ec-2bfebb289366,REP-0859,Filtro de cabina para auto liviano,1.0,8.0,9.01,2.0,3.75,baja,🟡 Comprar,-11.209766925638178,2026-06-17 14:10:58.272276
9da69131-071f-4819-babe-1a6cb8897936,REP-0294,Refrigerante listo para usar para cami√≥n liviano,4.0,8.0,21.1,2.0,15.0,media,✅ OK,-62.08530805687204,2026-06-17 14:10:58.272276
1fe8e484-bf34-49e9-a4f6-b407954e6363,REP-0207,Filtro de aire para camioneta,5.0,8.0,64.53,2.0,18.75,media,✅ OK,-87.60266542693321,2026-06-17 14:10:58.272276
522f09ba-0863-4873-9db6-5b920c7f72d2,REP-0725,Perno de rueda para camioneta,24.0,8.0,35.88,2.0,90.0,alta,✅ OK,-77.70345596432553,2026-06-17 14:10:58.272276
b99abf13-8144-4838-a62b-e462125b32d3,REP-0724,Perno de rueda para bus,24.0,8.0,18.73,2.0,90.0,alta,✅ OK,-57.28777362520021,2026-06-17 14:10:58.272276
a7d6a619-15cf-4e0a-abd1-e1f6f1d8eae6,REP-0293,Refrigerante listo para usar para camioneta,4.0,8.0,26.52,2.0,15.0,media,✅ OK,-69.8340874811463,2026-06-17 14:10:58.272276
1ea01dc9-9142-441b-a4f9-39a9865f6f89,REP-0255,Dep√≥sito de refrigerante para auto liviano,5.0,7.67,11.97,4.0,19.55671447196871,media,✅ OK,-35.923141186299084,2026-06-17 14:10:58.272276
7cbb5a9a-6858-4642-97cd-2aa716aa03a0,REP-0301,Sensor de temperatura de refrigerante para van,4.0,7.5,15.82,3.0,16.0,alta,✅ OK,-52.591656131479134,2026-06-17 14:10:58.272276
c28f6537-c71a-4b79-9679-ff2597abb2b5,REP-0285,Refrigerante concentrado para auto liviano,4.0,7.5,26.65,2.0,16.0,media,✅ OK,-71.85741088180112,2026-06-17 14:10:58.272276
668a80e6-8244-4227-9c9b-7c24b862ed68,REP-0294,Refrigerante listo para usar para cami√≥n liviano,4.0,7.33,21.1,2.0,16.37107776261937,media,✅ OK,-65.260663507109,2026-06-17 14:10:58.272276
11cd41b4-ce27-471d-b6f0-d164794fe68a,REP-0297,Sensor de temperatura de refrigerante para auto liviano,4.0,7.0,21.89,3.0,17.142857142857142,alta,✅ OK,-68.0219278209228,2026-06-17 14:10:58.272276
4b4c4722-51d1-4c5f-b83c-4818aeea4846,REP-0295,Refrigerante listo para usar para cami√≥n pesado,4.0,7.0,8.99,2.0,17.142857142857142,media,✅ OK,-22.1357063403782,2026-06-17 14:10:58.272276
5e69c05d-adb9-49d2-a088-972ccb7bb77e,REP-0623,Filtro de combustible para auto liviano,15.0,7.0,29.26,2.0,64.28571428571428,media,✅ OK,-76.07655502392345,2026-06-17 14:10:58.272276
0bbc0a05-f869-4730-a981-cb0117f82168,REP-0286,Refrigerante concentrado para bus,4.0,7.0,9.4,2.0,17.142857142857142,media,✅ OK,-25.531914893617024,2026-06-17 14:10:58.272276
aae5a2e3-98ea-4879-a059-b4bbd546c697,REP-0119,Manguera flexible de freno delantera para van,24.0,7.0,5.05,11.0,102.85714285714285,alta,✅ OK,38.61386138613862,2026-06-17 14:10:58.272276
b7b67f8c-aa1c-4f96-a3f7-bdeaddd3515e,REP-0296,Refrigerante listo para usar para van,33.0,7.0,22.17,2.0,141.42857142857144,media,✅ OK,-68.425800631484,2026-06-17 14:10:58.272276
797fd10d-37fb-4cb8-a98e-77995b3ee422,REP-0113,L√≠quido de frenos DOT 4 para van,24.0,7.0,18.41,11.0,102.85714285714285,alta,✅ OK,-61.97718631178707,2026-06-17 14:10:58.272276
062e0e93-b8b0-4a30-9fe4-44e447433214,REP-0730,Tuerca de rueda para auto liviano,24.0,7.0,15.16,2.0,102.85714285714285,alta,✅ OK,-53.825857519788926,2026-06-17 14:10:58.272276
5d3f8b54-b96d-4d5d-aad6-ba2505934e13,REP-0301,Sensor de temperatura de refrigerante para van,4.0,7.0,15.82,3.0,17.142857142857142,alta,✅ OK,-55.75221238938053,2026-06-17 14:10:58.272276
b99838dd-8432-4951-9489-3b8954e17c1e,REP-0918,Filtro de aceite para cami√≥n liviano,3.0,7.0,28.03,2.0,12.857142857142856,media,✅ OK,-75.02675704602211,2026-06-17 14:10:58.272276
5f8fe9f3-c122-41b0-b8e4-da83ae3f543d,REP-0288,Refrigerante concentrado para cami√≥n liviano,4.0,7.0,10.02,2.0,17.142857142857142,media,✅ OK,-30.13972055888223,2026-06-17 14:10:58.272276
1b9f39c3-2486-47e4-a116-7d555762b047,REP-0110,L√≠quido de frenos DOT 4 para camioneta,24.0,7.0,19.82,2.0,102.85714285714285,alta,✅ OK,-64.68213925327952,2026-06-17 14:10:58.272276
f491cdeb-475f-4b0d-ab3d-aa6689f2faba,REP-0299,Sensor de temperatura de refrigerante para camioneta,4.0,6.67,16.84,3.0,17.991004497751124,alta,✅ OK,-60.39192399049881,2026-06-17 14:10:58.272276
fd2cfa56-3209-46a4-af50-cb8d22d047ea,REP-0647,Prefiltro de combustible para auto liviano,24.0,6.0,32.0,2.0,120.0,media,✅ OK,-81.25,2026-06-17 14:10:58.272276
e2129da1-0e06-4fbb-8856-f44312c0919c,REP-0725,Perno de rueda para camioneta,24.0,6.0,35.88,2.0,120.0,alta,✅ OK,-83.27759197324414,2026-06-17 14:10:58.272276
850fb2eb-3952-428a-a561-4d24ca86aec7,REP-0982,Sensor de nivel de aceite para auto liviano,22.0,6.0,3.48,4.0,110.0,media,✅ OK,72.41379310344827,2026-06-17 14:10:58.272276
469599dd-92c5-4784-9701-cc14c194763a,REP-0626,Filtro de combustible para cami√≥n liviano,3.0,6.0,18.09,2.0,15.0,media,✅ OK,-66.83250414593698,2026-06-17 14:10:58.272276
a2aea554-4ce6-4d74-a2fa-8145ab7a0472,REP-0274,Manguera superior de radiador para bus,4.0,6.0,5.25,3.0,20.0,alta,✅ OK,14.285714285714285,2026-06-17 14:10:58.272276
e0307782-9dc9-45da-a037-b9a574fcb1c8,REP-0284,Radiador de agua para van,4.0,6.0,0.97,4.0,20.0,alta,✅ OK,518.5567010309279,2026-06-17 14:10:58.272276
2ae9603c-7d78-458d-871c-9c8a147b9de1,REP-0288,Refrigerante concentrado para cami√≥n liviano,4.0,6.0,10.02,2.0,20.0,media,✅ OK,-40.119760479041915,2026-06-17 14:10:58.272276
0fabe526-4129-4976-924d-ad3c0c003c69,REP-0292,Refrigerante listo para usar para bus,4.0,6.0,13.39,2.0,20.0,media,✅ OK,-55.190440627333835,2026-06-17 14:10:58.272276
d0814ec7-acdd-4837-a71a-a232719ac9eb,REP-0727,Perno de rueda para cami√≥n pesado,24.0,6.0,7.06,2.0,120.0,alta,✅ OK,-15.014164305949004,2026-06-17 14:10:58.272276
99756ee1-b007-4764-b6b6-1fa4afb06bb2,REP-0294,Refrigerante listo para usar para cami√≥n liviano,4.0,6.0,21.1,2.0,20.0,media,✅ OK,-71.56398104265404,2026-06-17 14:10:58.272276
91c63057-b46f-4b75-a7c1-cc0e0d1c7d26,REP-0629,Filtro separador de agua de combustible para auto liviano,3.0,6.0,13.34,3.0,15.0,media,✅ OK,-55.02248875562219,2026-06-17 14:10:58.272276
e9a4b31b-21d3-4454-a18f-3d7ff916024a,REP-0222,Rodamiento auxiliar de correa de distribuci√≥n para van,10.0,5.75,6.89,3.0,52.17391304347826,alta,✅ OK,-16.54571843251088,2026-06-17 14:10:58.272276
112127eb-6ad3-40e9-9bce-e5907cd72450,REP-0206,Filtro de aire para bus,5.0,5.71,28.86,2.0,26.26970227670753,media,✅ OK,-80.21483021483022,2026-06-17 14:10:58.272276
25114a89-84ac-46aa-ac06-722ffe0a0093,REP-0297,Sensor de temperatura de refrigerante para auto liviano,4.0,5.57,21.89,3.0,21.543985637342907,alta,✅ OK,-74.55459113750571,2026-06-17 14:10:58.272276
219e3a65-2351-4b9f-b8ae-6f67aeff9d37,REP-0255,Dep√≥sito de refrigerante para auto liviano,5.0,5.5,11.97,4.0,27.272727272727273,media,✅ OK,-54.051796157059314,2026-06-17 14:10:58.272276
79be1dd1-8473-40f5-8a74-a7ef0e3039da,REP-0111,L√≠quido de frenos DOT 4 para cami√≥n liviano,24.0,5.5,14.86,2.0,130.9090909090909,alta,✅ OK,-62.98788694481831,2026-06-17 14:10:58.272276
9cb4ac0b-af3d-4b59-8fb4-375317625963,REP-0291,Refrigerante listo para usar para auto liviano,4.0,5.5,34.3,2.0,21.81818181818182,media,✅ OK,-83.96501457725948,2026-06-17 14:10:58.272276
a7c1b1de-3aaa-43d7-b3db-085c9c5a6b5c,REP-0205,Filtro de aire para auto liviano,5.0,5.49,73.49,2.0,27.3224043715847,media,✅ OK,-92.52959586338278,2026-06-17 14:10:58.272276
e7de054c-6740-4920-9769-c9df15f07211,REP-0097,Aceite motor premium 20L,24.0,5.44,134.74,30.0,132.35294117647058,media,✅ OK,-95.96259462668843,2026-06-17 14:10:58.272276
b9834cf1-d08c-462c-8290-b0b48a3c43c1,REP-0108,L√≠quido de frenos DOT 4 para auto liviano,24.0,5.33,23.08,2.0,135.08442776735458,alta,✅ OK,-76.90641247833622,2026-06-17 14:10:58.272276
cab83acd-8602-4588-979a-7511ce8de39b,REP-0207,Filtro de aire para camioneta,5.0,5.32,64.53,2.0,28.195488721804512,media,✅ OK,-91.75577250891058,2026-06-17 14:10:58.272276
33e9861a-93de-4d16-9cde-ee968fa7703f,REP-0093,Disco de freno trasero para cami√≥n pesado,24.0,5.25,5.0,2.0,137.14285714285714,alta,✅ OK,5.0,2026-06-17 14:10:58.272276
2be23ff1-1360-4724-a12d-28a8519a4d00,REP-0098,L√≠quido de frenos DOT 3 para auto liviano,24.0,5.15,32.12,2.0,139.80582524271844,alta,✅ OK,-83.96637608966377,2026-06-17 14:10:58.272276
7d513cbb-c86e-4089-b2be-e0a2a06f5f88,REP-0210,Filtro de aire para van,22.0,5.12,60.2,2.0,128.90625,media,✅ OK,-91.49501661129568,2026-06-17 14:10:58.272276
56d17f84-8a64-4f8d-997f-2fbc001b1296,REP-0002,Filtro de aire est√°ndar,5.0,5.1,42.5,30.0,29.411764705882355,media,🔴 Comprar urgente,-88.0,2026-06-17 14:10:58.272276
41bf2b8e-3fc7-49e2-bf5f-f038c2ea05de,REP-0318,Aceite ATF para transmisi√≥n autom√°tica para cami√≥n pesado,7.0,5.0,10.24,2.0,42.0,media,✅ OK,-51.171875,2026-06-17 14:10:58.272276
654be70e-da19-43e6-b716-b0bc6b9650ad,REP-0116,Manguera flexible de freno delantera para camioneta,24.0,5.0,5.18,11.0,144.0,alta,✅ OK,-3.4749034749034693,2026-06-17 14:10:58.272276
12b3b223-8898-4773-8f30-884f61a3b600,REP-0302,Tapa de radiador para auto liviano,160.0,5.0,3.82,2.0,960.0,media,✅ OK,30.89005235602095,2026-06-17 14:10:58.272276
791f5e5c-7748-483c-b5ba-92eb6225924a,REP-0999,Sensor de presi√≥n de aceite para van,20.0,5.0,5.07,3.0,120.0,alta,✅ OK,-1.3806706114398477,2026-06-17 14:10:58.272276
592f15f8-4432-4867-83a4-5899ca8109da,REP-0234,Tensor de correa de accesorios para cami√≥n liviano,60.0,5.0,1.26,3.0,360.0,media,✅ OK,296.82539682539687,2026-06-17 14:10:58.272276
ac8d7808-d71d-403c-8d1a-be7e2db475a0,REP-0238,Tensor de correa de distribuci√≥n para bus,60.0,5.0,3.84,3.0,360.0,alta,✅ OK,30.208333333333336,2026-06-17 14:10:58.272276
2bc72b77-c869-4a1b-8bb4-ea0264d26bc5,REP-0892,Aceite de motor 15W-40 di√©sel para van,10.0,5.0,7.66,2.0,60.0,media,✅ OK,-34.72584856396867,2026-06-17 14:10:58.272276
06d96633-f9dc-46f4-94dc-2df7b8fbc141,REP-0021,Aceite de direcci√≥n premium,6.0,5.0,10.99,30.0,36.0,media,🟡 Comprar,-54.50409463148317,2026-06-17 14:10:58.272276
e83d06c4-dca7-420e-87d6-6fe88147654d,REP-0790,Ampolleta H1 12 V para cami√≥n pesado,15.0,5.0,0.85,2.0,90.0,media,✅ OK,488.2352941176471,2026-06-17 14:10:58.272276
36bb541a-43e4-4d66-8da9-a31abb5fa3a6,REP-0736,V√°lvula de neum√°tico para auto liviano,24.0,5.0,5.79,2.0,144.0,media,✅ OK,-13.644214162348877,2026-06-17 14:10:58.272276
16961533-34a7-4abb-a663-ff36ab0d6e94,REP-0205,Filtro de aire para auto liviano,5.0,5.0,73.49,2.0,30.0,media,✅ OK,-93.19635324533951,2026-06-17 14:10:58.272276
3acd7d79-859e-4502-96be-0b5b2495793e,REP-0723,Perno de rueda para auto liviano,24.0,5.0,54.09,2.0,144.0,alta,✅ OK,-90.75614716213718,2026-06-17 14:10:58.272276
eff29c4a-8d91-439e-bcdb-0d1f6eb59151,REP-0723,Perno de rueda para auto liviano,24.0,5.0,54.09,2.0,144.0,alta,✅ OK,-90.75614716213718,2026-06-17 14:10:58.272276
3b2e5e1b-f238-4dbd-a903-e2bdb6ed02e1,REP-0652,Prefiltro de combustible para van,24.0,5.0,22.75,2.0,144.0,media,✅ OK,-78.02197802197803,2026-06-17 14:10:58.272276
cfc73b56-c59b-4143-91b2-0fea6e2182ca,ACEITE-MOTOR,0,0.0,5.0,100.0,0.0,0.0,0,🟡 Comprar,-95.0,2026-06-17 14:10:58.272276
923f3f4d-0f56-4df0-b4e6-6bd38ba74659,REP-0648,Prefiltro de combustible para bus,24.0,5.0,16.34,2.0,144.0,media,✅ OK,-69.40024479804161,2026-06-17 14:10:58.272276
637614e5-9707-4c5b-927b-bb39687760bb,ACEITE-MOTOR,0,0.0,5.0,100.0,0.0,0.0,0,🟡 Comprar,-95.0,2026-06-17 14:10:58.272276
2a3cfc3c-8364-4c54-b1a4-be7493ff0509,REP-0577,Dep√≥sito de l√≠quido de direcci√≥n para camioneta,15.0,5.0,10.29,4.0,90.0,media,✅ OK,-51.409135082604465,2026-06-17 14:10:58.272276
fcd68726-ca1f-480b-a0b2-8e39e27cffee,REP-0002,Filtro de aire est√°ndar,5.0,5.0,42.5,30.0,30.0,media,🟡 Comprar,-88.23529411764706,2026-06-17 14:10:58.272276
10e40ffe-3743-42d2-a27b-5cb05be3cd76,REP-0102,L√≠quido de frenos DOT 3 para camioneta,24.0,5.0,23.24,2.0,144.0,alta,✅ OK,-78.4853700516351,2026-06-17 14:10:58.272276
f95a75f9-9b29-4526-993a-7d78399316bf,REP-0207,Filtro de aire para camioneta,5.0,5.0,64.53,2.0,30.0,media,✅ OK,-92.25166589183326,2026-06-17 14:10:58.272276
b0a34283-1093-4e3d-bac4-a7f13fff0b6e,REP-0300,Sensor de temperatura de refrigerante para cami√≥n liviano,4.0,5.0,11.38,3.0,24.0,alta,✅ OK,-56.06326889279438,2026-06-17 14:10:58.272276
55651381-5521-40f6-920b-c1dd8cc5e272,REP-0301,Sensor de temperatura de refrigerante para van,4.0,5.0,15.82,3.0,24.0,alta,✅ OK,-68.3944374209861,2026-06-17 14:10:58.272276
229dac5e-fa02-4ea2-96d0-d692ea69f6c6,REP-0208,Filtro de aire para cami√≥n liviano,22.0,4.93,51.67,2.0,133.87423935091277,media,✅ OK,-90.45868008515579,2026-06-17 14:10:58.272276
0c27547e-3a2c-46b0-b6e4-5f3d5fb2b454,REP-0209,Filtro de aire para cami√≥n pesado,22.0,4.8,15.33,2.0,137.50000000000003,media,✅ OK,-68.68884540117418,2026-06-17 14:10:58.272276
1fb87587-12ce-4867-aacb-694613d49ccc,REP-0728,Perno de rueda para van,24.0,4.8,25.88,2.0,150.0,alta,✅ OK,-81.45285935085008,2026-06-17 14:10:58.272276
e42691f2-6626-44c1-ac7f-b25bf499c673,REP-0103,L√≠quido de frenos DOT 3 para cami√≥n liviano,24.0,4.75,15.39,2.0,151.57894736842104,alta,✅ OK,-69.1358024691358,2026-06-17 14:10:58.272276
0db0ce87-42d8-4542-88af-9cff718083c9,REP-0148,Sensor de desgaste de pastillas de freno para cami√≥n liviano,11.0,4.71,39.85,3.0,70.06369426751593,media,✅ OK,-88.18067754077792,2026-06-17 14:10:58.272276
34363cd9-b7f7-43e4-9409-187370e43626,REP-0206,Filtro de aire para bus,5.0,4.67,28.86,2.0,32.11991434689508,media,✅ OK,-83.81843381843382,2026-06-17 14:10:58.272276
e52af243-9fa0-4155-945a-42ecf0ba0478,REP-0102,L√≠quido de frenos DOT 3 para camioneta,24.0,4.67,23.24,2.0,154.17558886509636,alta,✅ OK,-79.9053356282272,2026-06-17 14:10:58.272276
d0c2efce-5ba4-45b3-b8d8-d17458b4cb84,REP-0307,Tapa de radiador para van,160.0,4.67,4.5,2.0,1027.8372591006425,media,✅ OK,3.7777777777777763,2026-06-17 14:10:58.272276
136ded14-1daf-421e-87fd-c5fbe549e283,REP-0999,Sensor de presi√≥n de aceite para van,20.0,4.5,5.07,3.0,133.33333333333334,alta,✅ OK,-11.242603550295863,2026-06-17 14:10:58.272276
c63f97c5-6a2c-45ca-b7dc-ad8a007d1346,REP-0120,Manguera flexible de freno trasera para auto liviano,24.0,4.5,5.66,11.0,160.0,alta,✅ OK,-20.49469964664311,2026-06-17 14:10:58.272276
fd8008ba-d9a9-42c6-9ad7-b64355255aa5,REP-0299,Sensor de temperatura de refrigerante para camioneta,4.0,4.5,16.84,3.0,26.666666666666664,alta,✅ OK,-73.27790973871734,2026-06-17 14:10:58.272276
1f7c1953-ffe0-4c3b-992d-932c7d71be0f,REP-0108,L√≠quido de frenos DOT 4 para auto liviano,24.0,4.5,23.08,2.0,160.0,alta,✅ OK,-80.50259965337955,2026-06-17 14:10:58.272276
fd77000b-ded5-49b5-863d-5397b4249930,REP-0294,Refrigerante listo para usar para cami√≥n liviano,4.0,4.43,21.1,2.0,27.088036117381492,media,✅ OK,-79.00473933649289,2026-06-17 14:10:58.272276
30a83505-b272-48a3-a69b-53bb9ebc3f66,REP-0002,Filtro de aire est√°ndar,5.0,4.39,42.5,30.0,34.16856492027335,media,🟡 Comprar,-89.67058823529412,2026-06-17 14:10:58.272276
b7cec21b-52e1-4477-a765-a63578e096eb,REP-0296,Refrigerante listo para usar para van,33.0,4.33,22.17,2.0,228.63741339491915,media,✅ OK,-80.46910239061796,2026-06-17 14:10:58.272276
dbf56052-c1d0-41dd-8251-d12d557f698b,REP-0984,Sensor de nivel de aceite para camioneta,22.0,4.33,5.05,4.0,152.42494226327946,media,✅ OK,-14.257425742574254,2026-06-17 14:10:58.272276
13659b05-ccd4-4603-8832-e4ff86de069a,REP-0324,Aceite de transmisi√≥n manual 75W-90 para cami√≥n pesado,7.0,4.33,16.13,2.0,48.49884526558892,media,✅ OK,-73.15561066336019,2026-06-17 14:10:58.272276
