activo_id,fecha_corte,horizonte_dias,edad_dias,edad_anos,odometro_actual,horometro_actual,km_dia_promedio,horas_dia_promedio,dias_desde_ultima_ot,count_ot_30d,count_ot_90d,count_ot_180d,count_correctivas_30d,count_correctivas_90d,count_correctivas_180d,costo_total_30d,costo_total_90d,costo_total_180d,mtbf_180d,dias_ult_correctiva_motor,dias_ult_correctiva_frenos,dias_ult_correctiva_transmision,target,created_at
ACE-0074,2026-01-05,7,1004.0,2.74880219028063,96238.0,3780.6,-1.0,-1.0,162.0,-1.0,-1.0,2.0,-1.0,-1.0,1.0,-1.0,-1.0,1243000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0075,2026-01-05,7,242.0,0.6625598904859685,43723.0,986.8,-1.0,-1.0,56.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,749000.0,749000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0076,2026-01-05,7,1300.0,3.5592060232717317,81579.0,4486.1,-1.0,-1.0,18.0,2.0,3.0,3.0,2.0,3.0,3.0,2667000.0,3828000.0,3828000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0077,2026-01-05,7,246.0,0.6735112936344969,18031.0,2137.8,-1.0,-1.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1528000.0,1528000.0,1528000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0078,2026-01-05,7,-25.0,-0.06844626967830253,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0079,2026-01-05,7,-49.0,-0.13415468856947296,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0080,2026-01-05,7,-71.0,-0.1943874058863792,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0081,2026-01-05,7,2289.0,6.26694045174538,242358.0,13541.5,-1.0,-1.0,14.0,1.0,5.0,5.0,-1.0,3.0,3.0,420000.0,4079000.0,4079000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0082,2026-01-05,7,599.0,1.6399726214921286,151768.0,2310.8,-1.0,-1.0,102.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,-1.0,2985000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0083,2026-01-05,7,3601.0,9.859000684462696,332619.0,8369.6,-1.0,-1.0,171.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,194000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0084,2026-01-05,7,1850.0,5.065023956194388,158572.0,5844.8,-1.0,-1.0,239.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0085,2026-01-05,7,-27.0,-0.07392197125256673,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0086,2026-01-05,7,1986.0,5.437371663244353,455903.0,8127.2,-1.0,-1.0,8.0,2.0,2.0,3.0,2.0,2.0,2.0,2370000.0,2370000.0,2809000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0087,2026-01-05,7,-125.0,-0.34223134839151265,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0088,2026-01-05,7,499.0,1.3661875427789185,26802.0,1632.3,-1.0,-1.0,48.0,-1.0,2.0,3.0,-1.0,1.0,2.0,-1.0,1058000.0,2984000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0089,2026-01-05,7,1730.0,4.736481861738535,242832.0,7125.3,-1.0,-1.0,854.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0090,2026-01-05,7,791.0,2.1656399726214923,143668.0,2529.5,-1.0,-1.0,224.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0091,2026-01-05,7,-61.0,-0.16700889801505817,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0092,2026-01-05,7,3148.0,8.618754277891854,445546.0,11068.7,-1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1987000.0,1987000.0,3276000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0093,2026-01-05,7,3505.0,9.596167008898014,228146.0,8900.9,-1.0,-1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3833000.0,5834000.0,5834000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0094,2026-01-05,7,-81.0,-0.22176591375770022,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0095,2026-01-05,7,2461.0,6.737850787132102,401045.0,11449.5,-1.0,-1.0,178.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1046000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0096,2026-01-05,7,616.0,1.6865160848733745,50341.0,2665.0,-1.0,-1.0,79.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1308000.0,1308000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
ACE-0097,2026-01-05,7,3154.0,8.635181382614647,165840.0,7125.2,-1.0,-1.0,258.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-04 22:03:25.681507+00:00
