sku,descripcion,sistema,componente,proveedor_principal,lead_time_dias_promedio,costo_unitario_clp,stock_actual,stock_minimo,criticidad,rotacion,activo,updated_at
REP-0091,Disco de freno trasero para camión liviano,Sistema de frenos,null,No indicado,2,58000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0092,Sello diferencial reforzado,Transmisión,null,No indicado,30,145000,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0093,Disco de freno trasero para camión pesado,Sistema de frenos,null,No indicado,2,97000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0094,Regulador de carga,Sistema Eléctrico,null,No indicado,30,165000,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0095,Casquete de suspensión,Sistema de Suspensión,null,No indicado,30,38750,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0096,Disco de freno trasero para van,Sistema de frenos,null,No indicado,2,44000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0097,Aceite motor premium 20L,Motor,null,No indicado,30,85000,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0098,Líquido de frenos DOT 3 para auto liviano,Sistema de frenos,null,No indicado,2,6000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0099,Líquido de frenos DOT 3 para bus,Sistema de frenos,null,No indicado,2,13000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0100,Ventilador eléctrico,Sistema de Enfriamiento,null,No indicado,30,125000,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0101,Combustible para limpieza,Sistema de Combustible,null,No indicado,30,33000,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0102,Líquido de frenos DOT 3 para camioneta,Sistema de frenos,null,No indicado,2,7500,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0103,Líquido de frenos DOT 3 para camión liviano,Sistema de frenos,null,No indicado,2,11000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0104,Tubería hidráulica 2 metros,Sistema Hidráulico,null,No indicado,30,97500,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0105,Aceite para balanceo,Sistema de Dirección,null,No indicado,30,95000,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0106,Líquido de frenos DOT 3 para camión pesado,Sistema de frenos,null,No indicado,2,18000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0107,Líquido de frenos DOT 3 para van,Sistema de frenos,null,No indicado,2,8000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0108,Líquido de frenos DOT 4 para auto liviano,Sistema de frenos,null,No indicado,2,8000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0109,Líquido de frenos DOT 4 para bus,Sistema de frenos,null,No indicado,2,18000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0110,Líquido de frenos DOT 4 para camioneta,Sistema de frenos,null,No indicado,2,10000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0111,Líquido de frenos DOT 4 para camión liviano,Sistema de frenos,null,No indicado,2,14000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0112,Líquido de frenos DOT 4 para camión pesado,Sistema de frenos,null,No indicado,2,24000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0113,Líquido de frenos DOT 4 para van,Sistema de frenos,null,No indicado,2,11000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0114,Manguera flexible de freno delantera para auto liviano,Sistema de frenos,null,No indicado,3,12000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0115,Manguera flexible de freno delantera para bus,Sistema de frenos,null,No indicado,3,26000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0116,Manguera flexible de freno delantera para camioneta,Sistema de frenos,null,No indicado,3,15000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0117,Manguera flexible de freno delantera para camión liviano,Sistema de frenos,null,No indicado,3,22000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0118,Manguera flexible de freno delantera para camión pesado,Sistema de frenos,null,No indicado,3,36000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0119,Manguera flexible de freno delantera para van,Sistema de frenos,null,No indicado,3,16000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0120,Manguera flexible de freno trasera para auto liviano,Sistema de frenos,null,No indicado,3,12000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0121,Manguera flexible de freno trasera para bus,Sistema de frenos,null,No indicado,3,26000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0122,Manguera flexible de freno trasera para camioneta,Sistema de frenos,null,No indicado,3,15000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0123,Manguera flexible de freno trasera para camión liviano,Sistema de frenos,null,No indicado,3,22000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0124,Manguera flexible de freno trasera para camión pesado,Sistema de frenos,null,No indicado,3,36000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0125,Manguera flexible de freno trasera para van,Sistema de frenos,null,No indicado,3,16000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0126,Pastillas de freno delanteras para auto liviano,Sistema de frenos,null,No indicado,2,26000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0127,Pastillas de freno delanteras para bus,Sistema de frenos,null,No indicado,2,57000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0128,Pastillas de freno delanteras para camioneta,Sistema de frenos,null,No indicado,2,32000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0129,Pastillas de freno delanteras para camión liviano,Sistema de frenos,null,No indicado,2,47000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0130,Pastillas de freno delanteras para camión pesado,Sistema de frenos,null,No indicado,2,78000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0131,Pastillas de freno delanteras para van,Sistema de frenos,null,No indicado,2,35000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0132,Pastillas de freno traseras para auto liviano,Sistema de frenos,null,No indicado,2,25000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0133,Pastillas de freno traseras para bus,Sistema de frenos,null,No indicado,2,54000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0134,Pastillas de freno traseras para camioneta,Sistema de frenos,null,No indicado,2,31000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0135,Pastillas de freno traseras para camión liviano,Sistema de frenos,null,No indicado,2,44000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0136,Pastillas de freno traseras para camión pesado,Sistema de frenos,null,No indicado,2,74000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0137,Pastillas de freno traseras para van,Sistema de frenos,null,No indicado,2,33000,23,23,alta,alta,true,2026-05-22 20:41:10.387996
REP-0138,Sensor ABS delantero para auto liviano,Sistema de frenos,null,No indicado,3,28000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0139,Sensor ABS delantero para bus,Sistema de frenos,null,No indicado,3,62000,10,10,alta,media,true,2026-05-22 20:41:10.387996
REP-0140,Sensor ABS delantero para camioneta,Sistema de frenos,null,No indicado,3,35000,10,10,alta,media,true,2026-05-22 20:41:10.387996
REP-0141,Sensor ABS delantero para camión liviano,Sistema de frenos,null,No indicado,3,50000,10,10,alta,media,true,2026-05-22 20:41:10.387996
REP-0142,Sensor ABS delantero para camión pesado,Sistema de frenos,null,No indicado,3,84000,10,10,alta,media,true,2026-05-22 20:41:10.387996
REP-0143,Sensor ABS delantero para van,Sistema de frenos,null,No indicado,3,38000,10,10,alta,media,true,2026-05-22 20:41:10.387996
REP-0144,Sensor ABS trasero para auto liviano,Sistema de frenos,null,No indicado,3,28000,10,10,alta,media,true,2026-05-22 20:41:10.387996
REP-0145,Sensor de desgaste de pastillas de freno para auto liviano,Sistema de frenos,null,No indicado,3,15000,10,10,media,media,true,2026-05-22 20:41:10.387996
REP-0146,Sensor de desgaste de pastillas de freno para bus,Sistema de frenos,null,No indicado,3,33000,10,10,media,media,true,2026-05-22 20:41:10.387996
REP-0147,Sensor de desgaste de pastillas de freno para camioneta,Sistema de frenos,null,No indicado,3,19000,10,10,media,media,true,2026-05-22 20:41:10.387996
REP-0148,Sensor de desgaste de pastillas de freno para camión liviano,Sistema de frenos,null,No indicado,3,27000,10,10,media,media,true,2026-05-22 20:41:10.387996
REP-0149,Sensor de desgaste de pastillas de freno para camión pesado,Sistema de frenos,null,No indicado,3,45000,10,10,media,media,true,2026-05-22 20:41:10.387996
REP-0150,Sensor de desgaste de pastillas de freno para van,Sistema de frenos,null,No indicado,3,20000,10,10,media,media,true,2026-05-22 20:41:10.387996
REP-0151,Servofreno para auto liviano,Sistema de frenos,null,No indicado,30,95000,10,10,alta,baja,true,2026-05-22 20:41:10.387996
REP-0152,Servofreno para bus,Sistema de frenos,null,No indicado,30,210000,10,10,alta,baja,true,2026-05-22 20:41:10.387996
REP-0153,Servofreno para camioneta,Sistema de frenos,null,No indicado,30,120000,10,10,alta,baja,true,2026-05-22 20:41:10.387996
REP-0154,Servofreno para camión liviano,Sistema de frenos,null,No indicado,30,170000,10,10,alta,baja,true,2026-05-22 20:41:10.387996
REP-0155,Servofreno para camión pesado,Sistema de frenos,null,No indicado,30,285000,10,10,alta,baja,true,2026-05-22 20:41:10.387996
REP-0156,Servofreno para van,Sistema de frenos,null,No indicado,30,130000,10,10,alta,baja,true,2026-05-22 20:41:10.387996
REP-0157,Tambor de freno trasero para auto liviano,Sistema de frenos,null,No indicado,3,45000,10,10,alta,media,true,2026-05-22 20:41:10.387996
REP-0158,Tambor de freno trasero para bus,Sistema de frenos,null,No indicado,3,99000,10,10,alta,media,true,2026-05-22 20:41:10.387996
REP-0159,Tambor de freno trasero para camioneta,Sistema de frenos,null,No indicado,3,56000,10,10,alta,media,true,2026-05-22 20:41:10.387996
REP-0160,Tambor de freno trasero para camión liviano,Sistema de frenos,null,No indicado,3,81000,10,10,alta,media,true,2026-05-22 20:41:10.387996
REP-0161,Tambor de freno trasero para camión pesado,Sistema de frenos,null,No indicado,3,135000,10,10,alta,media,true,2026-05-22 20:41:10.387996
REP-0162,Tambor de freno trasero para van,Sistema de frenos,null,No indicado,3,61000,10,10,alta,media,true,2026-05-22 20:41:10.387996
REP-0163,Zapatas de freno traseras para auto liviano,Sistema de frenos,null,No indicado,3,28000,10,10,alta,media,true,2026-05-22 20:41:10.387996
REP-0164,Zapatas de freno traseras para bus,Sistema de frenos,null,No indicado,3,62000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0165,Zapatas de freno traseras para camioneta,Sistema de frenos,null,No indicado,3,35000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0166,Zapatas de freno traseras para camión liviano,Sistema de frenos,null,No indicado,3,50000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0167,Zapatas de freno traseras para camión pesado,Sistema de frenos,null,No indicado,3,84000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0168,Zapatas de freno traseras para van,Sistema de frenos,null,No indicado,3,38000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0169,Bujía de iridio para auto liviano,Motor,null,No indicado,2,12000,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0170,Bujía de iridio para bus,Motor,null,No indicado,2,26000,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0171,Bujía de iridio para camioneta,Motor,null,No indicado,2,15000,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0172,Bujía de iridio para camión liviano,Motor,null,No indicado,2,22000,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0173,Bujía de iridio para camión pesado,Motor,null,No indicado,2,36000,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0174,Bujía de iridio para van,Motor,null,No indicado,2,16000,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0175,Bujía de níquel para auto liviano,Motor,null,No indicado,2,5000,23,23,media,alta,true,2026-05-22 20:41:10.387996
REP-0176,Bujía de níquel para bus,Motor,null,No indicado,2,11000,23,23,media,alta,true,2026-05-22 20:41:10.387996
REP-0177,Bujía de níquel para camioneta,Motor,null,No indicado,2,6000,23,23,media,alta,true,2026-05-22 20:41:10.387996
REP-0178,Bujía de níquel para camión liviano,Motor,null,No indicado,2,9000,23,23,media,alta,true,2026-05-22 20:41:10.387996
REP-0179,Bujía de níquel para camión pesado,Motor,null,No indicado,2,15000,23,23,media,alta,true,2026-05-22 20:41:10.387996
REP-0180,Bujía de níquel para van,Motor,null,No indicado,2,7000,23,23,media,alta,true,2026-05-22 20:41:10.387996
REP-0181,Bujía incandescente diésel para auto liviano,Motor,null,No indicado,2,9000,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0182,Bujía incandescente diésel para bus,Motor,null,No indicado,2,20000,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0183,Bujía incandescente diésel para camioneta,Motor,null,No indicado,2,11000,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0184,Bujía incandescente diésel para camión liviano,Motor,null,No indicado,2,16000,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0185,Bujía incandescente diésel para camión pesado,Motor,null,No indicado,2,27000,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0186,Bujía incandescente diésel para van,Motor,null,No indicado,2,12000,23,23,media,media,true,2026-05-22 20:41:10.387996
REP-0187,Correa de accesorios para auto liviano,Motor,null,No indicado,2,14000,23,23,media,alta,true,2026-05-22 20:41:10.387996
REP-0188,Correa de accesorios para bus,Motor,null,No indicado,2,31000,23,23,media,alta,true,2026-05-22 20:41:10.387996
REP-0189,Correa de accesorios para camioneta,Motor,null,No indicado,2,18000,23,23,media,alta,true,2026-05-22 20:41:10.387996
REP-0190,Correa de accesorios para camión liviano,Motor,null,No indicado,2,25000,23,23,media,alta,true,2026-05-22 20:41:10.387996
REP-0191,Correa de accesorios para camión pesado,Motor,null,No indicado,2,42000,23,23,media,alta,true,2026-05-22 20:41:10.387996
REP-0192,Correa de accesorios para van,Motor,null,No indicado,2,19000,23,23,media,alta,true,2026-05-22 20:41:10.387996
REP-0193,Correa de distribución para auto liviano,Motor,null,No indicado,2,12000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0194,Correa de distribución para bus,Motor,null,No indicado,2,26000,23,23,alta,media,true,2026-05-22 20:41:10.387996
REP-0195,Correa de distribución para camioneta,Motor,null,No indicado,2,15000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0196,Correa de distribución para camión liviano,Motor,null,No indicado,2,22000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0197,Correa de distribución para camión pesado,Motor,null,No indicado,2,36000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0198,Correa de distribución para van,Motor,null,No indicado,2,16000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0199,Empaquetadura de culata para auto liviano,Motor,null,No indicado,60,38000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0200,Empaquetadura de culata para bus,Motor,null,No indicado,60,84000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0201,Empaquetadura de culata para camioneta,Motor,null,No indicado,60,48000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0202,Empaquetadura de culata para camión liviano,Motor,null,No indicado,60,68000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
