activo_id,fecha_corte,horizonte_dias,edad_dias,edad_anos,odometro_actual,horometro_actual,km_dia_promedio,horas_dia_promedio,dias_desde_ultima_ot,count_ot_30d,count_ot_90d,count_ot_180d,count_correctivas_30d,count_correctivas_90d,count_correctivas_180d,costo_total_30d,costo_total_90d,costo_total_180d,mtbf_180d,dias_ult_correctiva_motor,dias_ult_correctiva_frenos,dias_ult_correctiva_transmision,target,created_at
ACE-0018,2026-01-08,7,4022.0,11.011635865845312,622099.0,16524.8,-1.0,-1.0,44.0,-1.0,1.0,4.0,-1.0,-1.0,1.0,-1.0,410000.0,3596000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0019,2026-01-08,7,1524.0,4.172484599589322,157760.0,14464.7,-1.0,-1.0,238.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0020,2026-01-08,7,3959.0,10.839151266255989,690423.0,23008.5,-1.0,-1.0,14.0,1.0,1.0,2.0,-1.0,-1.0,1.0,475000.0,475000.0,1955000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0021,2026-01-08,7,2305.0,6.310746064339494,790357.0,11636.9,-1.0,-1.0,17.0,1.0,2.0,4.0,1.0,2.0,3.0,1204000.0,1870000.0,4082000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0022,2026-01-08,7,1087.0,2.976043805612594,85617.0,5792.2,-1.0,-1.0,103.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,2296000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0023,2026-01-08,7,1573.0,4.306639288158795,212552.0,18200.3,-1.0,-1.0,56.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,580000.0,580000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0024,2026-01-08,7,373.0,1.0212183436002737,56782.0,929.4,-1.0,-1.0,219.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0025,2026-01-08,7,3194.0,8.744695414099931,494164.0,11810.4,-1.0,-1.0,119.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,236000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0026,2026-01-08,7,-61.0,-0.16700889801505817,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0027,2026-01-08,7,1157.0,3.167693360711841,346323.0,6190.5,-1.0,-1.0,23.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,415000.0,415000.0,415000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0028,2026-01-08,7,3051.0,8.353182751540041,1023380.0,19814.0,-1.0,-1.0,324.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0029,2026-01-08,7,3938.0,10.781656399726215,379608.0,18852.8,-1.0,-1.0,17.0,1.0,2.0,4.0,-1.0,-1.0,1.0,518000.0,976000.0,3932000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0030,2026-01-08,7,2375.0,6.50239561943874,197249.0,4846.3,-1.0,-1.0,323.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0031,2026-01-08,7,1586.0,4.342231348391513,147812.0,6049.4,-1.0,-1.0,2.0,1.0,2.0,6.0,-1.0,1.0,2.0,531000.0,1249000.0,4695000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0032,2026-01-08,7,1082.0,2.9623545516769334,219211.0,4265.3,-1.0,-1.0,68.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,-1.0,764000.0,1253000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0033,2026-01-08,7,1674.0,4.583162217659138,416510.0,6480.7,-1.0,-1.0,28.0,1.0,3.0,7.0,-1.0,-1.0,1.0,329000.0,1090000.0,4199000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0034,2026-01-08,7,1801.0,4.930869267624915,154712.0,5793.0,-1.0,-1.0,419.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0035,2026-01-08,7,-100.0,-0.2737850787132101,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0036,2026-01-08,7,1320.0,3.6139630390143735,176012.0,5532.4,-1.0,-1.0,39.0,-1.0,2.0,6.0,-1.0,-1.0,3.0,-1.0,937000.0,7783000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0037,2026-01-08,7,2285.0,6.2559890485968515,374668.0,12010.4,-1.0,-1.0,445.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0038,2026-01-08,7,609.0,1.6673511293634498,53056.0,4693.9,-1.0,-1.0,38.0,-1.0,1.0,2.0,-1.0,1.0,1.0,-1.0,1733000.0,2236000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0039,2026-01-08,7,1084.0,2.967830253251198,128766.0,4949.1,-1.0,-1.0,23.0,1.0,3.0,5.0,-1.0,1.0,2.0,473000.0,1352000.0,3529000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0040,2026-01-08,7,2203.0,6.031485284052019,216105.0,6679.6,-1.0,-1.0,88.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1118000.0,1118000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0041,2026-01-08,7,621.0,1.700205338809035,56645.0,2494.1,-1.0,-1.0,65.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,-1.0,465000.0,1780000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0042,2026-01-08,7,1917.0,5.248459958932238,126869.0,7321.1,-1.0,-1.0,81.0,-1.0,2.0,2.0,-1.0,1.0,1.0,-1.0,3117000.0,3117000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0043,2026-01-08,7,195.0,0.5338809034907598,16753.0,295.1,-1.0,-1.0,100.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1457000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0044,2026-01-08,7,69.0,0.188911704312115,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0045,2026-01-08,7,2937.0,8.041067761806982,498015.0,18787.2,-1.0,-1.0,13.0,1.0,1.0,2.0,1.0,1.0,1.0,1860000.0,1860000.0,2638000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0046,2026-01-08,7,3435.0,9.404517453798768,1053600.0,17440.2,-1.0,-1.0,5.0,2.0,4.0,4.0,1.0,1.0,1.0,1124000.0,1876000.0,1876000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0047,2026-01-08,7,1942.0,5.316906228610541,385150.0,10967.9,-1.0,-1.0,59.0,-1.0,1.0,3.0,-1.0,-1.0,2.0,-1.0,284000.0,3608000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0048,2026-01-08,7,2821.0,7.723477070499658,359261.0,19163.5,-1.0,-1.0,214.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0049,2026-01-08,7,183.0,0.5010266940451745,21440.0,884.5,-1.0,-1.0,31.0,-1.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,1146000.0,1146000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0050,2026-01-08,7,-44.0,-0.12046543463381246,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0051,2026-01-08,7,2755.0,7.542778918548939,167814.0,13729.6,-1.0,-1.0,29.0,1.0,3.0,7.0,-1.0,-1.0,1.0,515000.0,1421000.0,3733000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0052,2026-01-08,7,1573.0,4.306639288158795,239436.0,8449.4,-1.0,-1.0,104.0,-1.0,-1.0,3.0,-1.0,-1.0,3.0,-1.0,-1.0,5426000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0053,2026-01-08,7,2164.0,5.924709103353867,113430.0,4276.6,-1.0,-1.0,137.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1887000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0054,2026-01-08,7,3855.0,10.55441478439425,719961.0,17730.1,-1.0,-1.0,76.0,-1.0,1.0,3.0,-1.0,1.0,2.0,-1.0,1892000.0,4603000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0055,2026-01-08,7,945.0,2.5872689938398357,70742.0,4058.0,-1.0,-1.0,55.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1357000.0,5020000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0056,2026-01-08,7,857.0,2.346338124572211,154160.0,2496.0,-1.0,-1.0,25.0,1.0,1.0,3.0,1.0,1.0,3.0,1963000.0,1963000.0,4442000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0057,2026-01-08,7,2539.0,6.951403148528406,133126.0,19708.1,-1.0,-1.0,252.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0058,2026-01-08,7,2737.0,7.493497604380561,339236.0,8134.2,-1.0,-1.0,96.0,-1.0,-1.0,3.0,-1.0,-1.0,2.0,-1.0,-1.0,4217000.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-08 02:28:31.383812+00:00
ACE-0059,2026-01-08,7,2979.0,8.15605749486653,869971.0,15475.7,-1.0,-1.0,70.0,-1.0,1.0,5.0,-1.0,1.0,4.0,-1.0,1072000.0,7639000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0060,2026-01-08,7,2687.0,7.356605065023956,832379.0,15382.9,-1.0,-1.0,85.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,-1.0,658000.0,3050000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0061,2026-01-08,7,866.0,2.3709787816563996,60494.0,2912.2,-1.0,-1.0,158.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1236000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0062,2026-01-08,7,2506.0,6.861054072553046,292023.0,10867.1,-1.0,-1.0,134.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1966000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0063,2026-01-08,7,-73.0,-0.1998631074606434,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0064,2026-01-08,7,3084.0,8.4435318275154,818476.0,17967.9,-1.0,-1.0,68.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1442000.0,1442000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0065,2026-01-08,7,3530.0,9.664613278576317,560297.0,16332.9,-1.0,-1.0,72.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2453000.0,2453000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0066,2026-01-08,7,3657.0,10.012320328542094,188569.0,11036.6,-1.0,-1.0,39.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,956000.0,2354000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0067,2026-01-08,7,2097.0,5.7412731006160165,197067.0,28924.2,-1.0,-1.0,29.0,1.0,3.0,3.0,1.0,1.0,1.0,610000.0,1614000.0,1614000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0068,2026-01-08,7,2514.0,6.882956878850103,723368.0,11760.7,-1.0,-1.0,414.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0069,2026-01-08,7,279.0,0.7638603696098563,32576.0,4364.5,-1.0,-1.0,26.0,1.0,2.0,3.0,-1.0,1.0,1.0,446000.0,2396000.0,2805000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0070,2026-01-08,7,2318.0,6.346338124572211,198534.0,10221.6,-1.0,-1.0,74.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,-1.0,462000.0,2465000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0071,2026-01-08,7,3097.0,8.479123887748118,357960.0,39043.1,-1.0,-1.0,446.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0072,2026-01-08,7,-16.0,-0.04380561259411362,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0073,2026-01-08,7,3611.0,9.886379192334017,711062.0,14662.0,-1.0,-1.0,191.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0074,2026-01-08,7,1007.0,2.757015742642026,96238.0,3780.6,-1.0,-1.0,165.0,-1.0,-1.0,2.0,-1.0,-1.0,1.0,-1.0,-1.0,1243000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0075,2026-01-08,7,245.0,0.6707734428473648,43723.0,986.8,-1.0,-1.0,59.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,749000.0,749000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0076,2026-01-08,7,1303.0,3.567419575633128,81579.0,4486.1,-1.0,-1.0,21.0,1.0,3.0,3.0,1.0,3.0,3.0,950000.0,3828000.0,3828000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0077,2026-01-08,7,249.0,0.6817248459958932,18031.0,2137.8,-1.0,-1.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1528000.0,1528000.0,1528000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0078,2026-01-08,7,-22.0,-0.06023271731690623,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0079,2026-01-08,7,-46.0,-0.12594113620807665,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0080,2026-01-08,7,-68.0,-0.1861738535249829,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0081,2026-01-08,7,2292.0,6.275154004106776,242358.0,13541.5,-1.0,-1.0,17.0,1.0,5.0,5.0,-1.0,3.0,3.0,420000.0,4079000.0,4079000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0082,2026-01-08,7,602.0,1.648186173853525,151768.0,2310.8,-1.0,-1.0,105.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,-1.0,2985000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0083,2026-01-08,7,3604.0,9.867214236824093,332619.0,8369.6,-1.0,-1.0,174.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,194000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0084,2026-01-08,7,1853.0,5.073237508555784,158572.0,5844.8,-1.0,-1.0,242.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0085,2026-01-08,7,-24.0,-0.06570841889117043,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0086,2026-01-08,7,1989.0,5.44558521560575,455903.0,8127.2,-1.0,-1.0,11.0,2.0,2.0,3.0,2.0,2.0,2.0,2370000.0,2370000.0,2809000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0087,2026-01-08,7,-122.0,-0.33401779603011633,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0088,2026-01-08,7,502.0,1.374401095140315,26802.0,1632.3,-1.0,-1.0,51.0,-1.0,2.0,3.0,-1.0,1.0,2.0,-1.0,1058000.0,2984000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0089,2026-01-08,7,1733.0,4.744695414099931,242832.0,7125.3,-1.0,-1.0,857.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0090,2026-01-08,7,794.0,2.1738535249828885,143668.0,2529.5,-1.0,-1.0,227.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0091,2026-01-08,7,-58.0,-0.15879534565366188,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0092,2026-01-08,7,3151.0,8.626967830253252,445546.0,11068.7,-1.0,-1.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1987000.0,1987000.0,3276000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0093,2026-01-08,7,3508.0,9.604380561259411,228146.0,8900.9,-1.0,-1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,3833000.0,5834000.0,5834000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0094,2026-01-08,7,-78.0,-0.2135523613963039,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0095,2026-01-08,7,2464.0,6.746064339493498,401045.0,11449.5,-1.0,-1.0,181.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0096,2026-01-08,7,619.0,1.6947296372347707,50341.0,2665.0,-1.0,-1.0,82.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1308000.0,1308000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
ACE-0097,2026-01-08,7,3157.0,8.643394934976044,165840.0,7125.2,-1.0,-1.0,261.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-08 02:28:31.383812+00:00
