activo_id,fecha_corte,horizonte_dias,edad_dias,edad_anos,odometro_actual,horometro_actual,km_dia_promedio,horas_dia_promedio,dias_desde_ultima_ot,count_ot_30d,count_ot_90d,count_ot_180d,count_correctivas_30d,count_correctivas_90d,count_correctivas_180d,costo_total_30d,costo_total_90d,costo_total_180d,mtbf_180d,dias_ult_correctiva_motor,dias_ult_correctiva_frenos,dias_ult_correctiva_transmision,target,created_at
ACE-0011,2026-01-06,7,2979.0,8.15605749486653,387272.0,21147.2,-1.0,-1.0,108.0,-1.0,-1.0,2.0,-1.0,-1.0,1.0,-1.0,-1.0,1353000.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-05 20:18:45.492349+00:00
ACE-0012,2026-01-06,7,3275.0,8.966461327857632,177738.0,7361.0,-1.0,-1.0,38.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2206000.0,2206000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0013,2026-01-06,7,-17.0,-0.04654346338124572,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0014,2026-01-06,7,1106.0,3.028062970568104,65056.0,4043.9,-1.0,-1.0,205.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-05 20:18:45.492349+00:00
ACE-0015,2026-01-06,7,1590.0,4.353182751540041,175376.0,5954.2,-1.0,-1.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1687000.0,1687000.0,1687000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0016,2026-01-06,7,523.0,1.431895961670089,54125.0,3115.0,-1.0,-1.0,18.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,601000.0,601000.0,601000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0017,2026-01-06,7,3572.0,9.779603011635865,509736.0,14563.8,-1.0,-1.0,12.0,1.0,2.0,2.0,1.0,1.0,1.0,1714000.0,2007000.0,2007000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0018,2026-01-06,7,4020.0,11.006160164271048,622099.0,16524.8,-1.0,-1.0,42.0,-1.0,1.0,4.0,-1.0,-1.0,1.0,-1.0,410000.0,3596000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0019,2026-01-06,7,1522.0,4.167008898015058,157760.0,14464.7,-1.0,-1.0,236.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0020,2026-01-06,7,3957.0,10.833675564681725,690423.0,23008.5,-1.0,-1.0,12.0,1.0,1.0,2.0,-1.0,-1.0,1.0,475000.0,475000.0,1955000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0021,2026-01-06,7,2303.0,6.30527036276523,790357.0,11636.9,-1.0,-1.0,15.0,1.0,2.0,4.0,1.0,2.0,3.0,1204000.0,1870000.0,4082000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0022,2026-01-06,7,1085.0,2.97056810403833,85617.0,5792.2,-1.0,-1.0,101.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,2296000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0023,2026-01-06,7,1571.0,4.301163586584531,212552.0,18200.3,-1.0,-1.0,54.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,580000.0,580000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0024,2026-01-06,7,371.0,1.0157426420260096,56782.0,929.4,-1.0,-1.0,217.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0025,2026-01-06,7,3192.0,8.739219712525667,494164.0,11810.4,-1.0,-1.0,117.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,236000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0026,2026-01-06,7,-63.0,-0.17248459958932238,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0027,2026-01-06,7,1155.0,3.162217659137577,346323.0,6190.5,-1.0,-1.0,21.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,415000.0,415000.0,415000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0028,2026-01-06,7,3049.0,8.347707049965777,1023380.0,19814.0,-1.0,-1.0,322.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0029,2026-01-06,7,3936.0,10.77618069815195,379608.0,18852.8,-1.0,-1.0,15.0,1.0,2.0,5.0,-1.0,-1.0,2.0,518000.0,976000.0,5791000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0030,2026-01-06,7,2373.0,6.496919917864476,197249.0,4846.3,-1.0,-1.0,321.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0031,2026-01-06,7,1584.0,4.336755646817249,147812.0,6049.4,-1.0,-1.0,0.0,1.0,2.0,6.0,-1.0,1.0,2.0,531000.0,1249000.0,4695000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0032,2026-01-06,7,1080.0,2.9568788501026693,219211.0,4265.3,-1.0,-1.0,66.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,-1.0,764000.0,1253000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0033,2026-01-06,7,1672.0,4.577686516084873,416510.0,6480.7,-1.0,-1.0,26.0,1.0,3.0,7.0,-1.0,-1.0,1.0,329000.0,1090000.0,4199000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0034,2026-01-06,7,1799.0,4.9253935660506505,154712.0,5793.0,-1.0,-1.0,417.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0035,2026-01-06,7,-102.0,-0.2792607802874743,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0036,2026-01-06,7,1318.0,3.6084873374401094,176012.0,5532.4,-1.0,-1.0,37.0,-1.0,2.0,6.0,-1.0,-1.0,3.0,-1.0,937000.0,7783000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0037,2026-01-06,7,2283.0,6.250513347022587,374668.0,12010.4,-1.0,-1.0,443.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0038,2026-01-06,7,607.0,1.6618754277891854,53056.0,4693.9,-1.0,-1.0,36.0,-1.0,1.0,2.0,-1.0,1.0,1.0,-1.0,1733000.0,2236000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0039,2026-01-06,7,1082.0,2.9623545516769334,128766.0,4949.1,-1.0,-1.0,21.0,1.0,3.0,5.0,-1.0,1.0,2.0,473000.0,1352000.0,3529000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0040,2026-01-06,7,2201.0,6.026009582477755,216105.0,6679.6,-1.0,-1.0,86.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1118000.0,1118000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0041,2026-01-06,7,619.0,1.6947296372347707,56645.0,2494.1,-1.0,-1.0,63.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,-1.0,465000.0,1780000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0042,2026-01-06,7,1915.0,5.242984257357974,126869.0,7321.1,-1.0,-1.0,79.0,-1.0,2.0,2.0,-1.0,1.0,1.0,-1.0,3117000.0,3117000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0043,2026-01-06,7,193.0,0.5284052019164955,16753.0,295.1,-1.0,-1.0,98.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1457000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0044,2026-01-06,7,67.0,0.1834360027378508,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0045,2026-01-06,7,2935.0,8.035592060232718,498015.0,18787.2,-1.0,-1.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,1860000.0,1860000.0,2638000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0046,2026-01-06,7,3433.0,9.399041752224504,1053600.0,17440.2,-1.0,-1.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,1124000.0,1876000.0,1876000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0047,2026-01-06,7,1940.0,5.3114305270362765,385150.0,10967.9,-1.0,-1.0,57.0,-1.0,1.0,3.0,-1.0,-1.0,2.0,-1.0,284000.0,3608000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0048,2026-01-06,7,2819.0,7.7180013689253935,359261.0,19163.5,-1.0,-1.0,212.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0049,2026-01-06,7,181.0,0.49555099247091033,21440.0,884.5,-1.0,-1.0,29.0,1.0,2.0,2.0,-1.0,-1.0,-1.0,318000.0,1146000.0,1146000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0050,2026-01-06,7,-46.0,-0.12594113620807665,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0051,2026-01-06,7,2753.0,7.537303216974675,167814.0,13729.6,-1.0,-1.0,27.0,1.0,3.0,7.0,-1.0,-1.0,1.0,515000.0,1421000.0,3733000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0052,2026-01-06,7,1571.0,4.301163586584531,239436.0,8449.4,-1.0,-1.0,102.0,-1.0,-1.0,3.0,-1.0,-1.0,3.0,-1.0,-1.0,5426000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0053,2026-01-06,7,2162.0,5.919233401779603,113430.0,4276.6,-1.0,-1.0,135.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1887000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0054,2026-01-06,7,3853.0,10.548939082819986,719961.0,17730.1,-1.0,-1.0,74.0,-1.0,1.0,3.0,-1.0,1.0,2.0,-1.0,1892000.0,4603000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0055,2026-01-06,7,943.0,2.5817932922655715,70742.0,4058.0,-1.0,-1.0,53.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1357000.0,5020000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0056,2026-01-06,7,855.0,2.3408624229979464,154160.0,2496.0,-1.0,-1.0,23.0,1.0,1.0,3.0,1.0,1.0,3.0,1963000.0,1963000.0,4442000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0057,2026-01-06,7,2537.0,6.945927446954141,133126.0,19708.1,-1.0,-1.0,250.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0058,2026-01-06,7,2735.0,7.488021902806297,339236.0,8134.2,-1.0,-1.0,94.0,-1.0,-1.0,3.0,-1.0,-1.0,2.0,-1.0,-1.0,4217000.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-05 20:18:45.492349+00:00
ACE-0059,2026-01-06,7,2977.0,8.150581793292266,869971.0,15475.7,-1.0,-1.0,68.0,-1.0,1.0,5.0,-1.0,1.0,4.0,-1.0,1072000.0,7639000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0060,2026-01-06,7,2685.0,7.351129363449692,832379.0,15382.9,-1.0,-1.0,83.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,-1.0,658000.0,3050000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0061,2026-01-06,7,864.0,2.3655030800821355,60494.0,2912.2,-1.0,-1.0,156.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1236000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0062,2026-01-06,7,2504.0,6.855578370978781,292023.0,10867.1,-1.0,-1.0,132.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1966000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0063,2026-01-06,7,-75.0,-0.2053388090349076,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0064,2026-01-06,7,3082.0,8.438056125941136,818476.0,17967.9,-1.0,-1.0,66.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1442000.0,1442000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0065,2026-01-06,7,3528.0,9.659137577002053,560297.0,16332.9,-1.0,-1.0,70.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2453000.0,2453000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0066,2026-01-06,7,3655.0,10.00684462696783,188569.0,11036.6,-1.0,-1.0,37.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,956000.0,2354000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0067,2026-01-06,7,2095.0,5.735797399041752,197067.0,28924.2,-1.0,-1.0,27.0,1.0,3.0,3.0,1.0,1.0,1.0,610000.0,1614000.0,1614000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0068,2026-01-06,7,2512.0,6.877481177275839,723368.0,11760.7,-1.0,-1.0,412.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0069,2026-01-06,7,277.0,0.758384668035592,32576.0,4364.5,-1.0,-1.0,24.0,1.0,2.0,3.0,-1.0,1.0,1.0,446000.0,2396000.0,2805000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0070,2026-01-06,7,2316.0,6.3408624229979464,198534.0,10221.6,-1.0,-1.0,72.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,-1.0,462000.0,2465000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0071,2026-01-06,7,3095.0,8.473648186173854,357960.0,39043.1,-1.0,-1.0,444.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0072,2026-01-06,7,-18.0,-0.049281314168377825,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0073,2026-01-06,7,3609.0,9.880903490759753,711062.0,14662.0,-1.0,-1.0,189.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0074,2026-01-06,7,1005.0,2.751540041067762,96238.0,3780.6,-1.0,-1.0,163.0,-1.0,-1.0,2.0,-1.0,-1.0,1.0,-1.0,-1.0,1243000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0075,2026-01-06,7,243.0,0.6652977412731006,43723.0,986.8,-1.0,-1.0,57.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,749000.0,749000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0076,2026-01-06,7,1301.0,3.561943874058864,81579.0,4486.1,-1.0,-1.0,19.0,2.0,3.0,3.0,2.0,3.0,3.0,2667000.0,3828000.0,3828000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0077,2026-01-06,7,247.0,0.676249144421629,18031.0,2137.8,-1.0,-1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1528000.0,1528000.0,1528000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0078,2026-01-06,7,-24.0,-0.06570841889117043,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0079,2026-01-06,7,-48.0,-0.13141683778234087,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0080,2026-01-06,7,-70.0,-0.19164955509924708,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0081,2026-01-06,7,2290.0,6.269678302532512,242358.0,13541.5,-1.0,-1.0,15.0,1.0,5.0,5.0,-1.0,3.0,3.0,420000.0,4079000.0,4079000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0082,2026-01-06,7,600.0,1.6427104722792607,151768.0,2310.8,-1.0,-1.0,103.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,-1.0,2985000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0083,2026-01-06,7,3602.0,9.86173853524983,332619.0,8369.6,-1.0,-1.0,172.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,194000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0084,2026-01-06,7,1851.0,5.06776180698152,158572.0,5844.8,-1.0,-1.0,240.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0085,2026-01-06,7,-26.0,-0.07118412046543464,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0086,2026-01-06,7,1987.0,5.4401095140314855,455903.0,8127.2,-1.0,-1.0,9.0,2.0,2.0,3.0,2.0,2.0,2.0,2370000.0,2370000.0,2809000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0087,2026-01-06,7,-124.0,-0.3394934976043806,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0088,2026-01-06,7,500.0,1.3689253935660506,26802.0,1632.3,-1.0,-1.0,49.0,-1.0,2.0,3.0,-1.0,1.0,2.0,-1.0,1058000.0,2984000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0089,2026-01-06,7,1731.0,4.739219712525667,242832.0,7125.3,-1.0,-1.0,855.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0090,2026-01-06,7,792.0,2.1683778234086244,143668.0,2529.5,-1.0,-1.0,225.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0091,2026-01-06,7,-60.0,-0.16427104722792607,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0092,2026-01-06,7,3149.0,8.621492128678987,445546.0,11068.7,-1.0,-1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1987000.0,1987000.0,3276000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0093,2026-01-06,7,3506.0,9.598904859685147,228146.0,8900.9,-1.0,-1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3833000.0,5834000.0,5834000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0094,2026-01-06,7,-80.0,-0.2190280629705681,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0095,2026-01-06,7,2462.0,6.740588637919234,401045.0,11449.5,-1.0,-1.0,179.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1046000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0096,2026-01-06,7,617.0,1.6892539356605065,50341.0,2665.0,-1.0,-1.0,80.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1308000.0,1308000.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
ACE-0097,2026-01-06,7,3155.0,8.63791923340178,165840.0,7125.2,-1.0,-1.0,259.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-05 20:18:45.492349+00:00
